QUE	 (100064, 100065) 
15.1	 1	 1
15.4	 0	 4
20.2	 1	 1
20.5	 0	 4
25.4	 1	 1
25.7	 0	 4
28.2	 1	 1
28.5	 0	 4
32.0	 1	 1
32.3	 0	 4
34.9	 1	 1
35.1	 0	 4
42.1	 1	 1
52.0	 2	 1
59.9	 3	 1
63.7	 4	 1
66.2	 5	 1
67.6	 6	 1
69.5	 7	 1
92.3	 8	 1
100.3	 9	 1
102.4	 10	 1
110.4	 11	 1
114.2	 12	 1
115.3	 11	 4
115.5	 10	 4
115.7	 9	 4
115.9	 8	 4
116.1	 7	 4
116.3	 6	 4
116.5	 5	 4
116.7	 4	 4
116.9	 3	 4
117.1	 2	 4
117.3	 1	 4
117.5	 0	 4
119.6	 1	 1
119.9	 0	 4
131.6	 1	 1
131.8	 0	 4
134.3	 1	 1
134.6	 0	 4
136.7	 1	 1
137.0	 0	 4
154.8	 1	 1
155.1	 0	 4
167.2	 1	 1
167.5	 2	 1
168.8	 3	 1
177.1	 4	 1
203.8	 5	 1
204.3	 6	 1
209.7	 7	 1
214.0	 8	 1
215.9	 9	 1
220.6	 10	 1
222.9	 11	 1
227.2	 12	 1
231.5	 13	 1
235.3	 12	 4
235.5	 11	 4
235.7	 10	 4
235.9	 9	 4
236.1	 8	 4
236.3	 7	 4
236.4	 8	 1
236.5	 7	 4
236.7	 6	 4
236.9	 5	 4
237.1	 4	 4
237.3	 3	 4
237.5	 2	 4
237.7	 1	 4
237.9	 0	 4
245.8	 1	 1
246.1	 0	 4
256.7	 1	 1
257.0	 0	 4
259.1	 1	 1
259.4	 0	 4
268.2	 1	 1
268.5	 0	 4
281.0	 1	 1
286.6	 2	 1
293.7	 3	 1
299.3	 4	 1
315.2	 5	 1
316.4	 6	 1
326.5	 7	 1
327.6	 8	 1
335.8	 9	 1
336.7	 10	 1
337.6	 11	 1
337.8	 12	 1
348.7	 13	 1
352.5	 14	 1
355.1	 15	 1
355.3	 14	 4
355.5	 13	 4
355.7	 12	 4
355.9	 11	 4
356.0	 10	 4
356.2	 9	 4
356.4	 8	 4
356.5	 7	 4
356.7	 6	 4
356.9	 5	 4
357.0	 4	 4
357.2	 3	 4
357.4	 2	 4
357.5	 1	 4
357.7	 0	 4
363.9	 1	 1
364.2	 0	 4
365.8	 1	 1
366.0	 0	 4
370.9	 1	 1
371.0	 2	 1
371.2	 1	 4
371.4	 0	 4
382.2	 1	 1
382.5	 0	 4
386.8	 1	 1
387.0	 0	 4
390.8	 1	 1
391.0	 0	 4
394.5	 1	 1
394.8	 0	 4
409.8	 1	 1
411.3	 2	 1
412.2	 3	 1
417.2	 4	 1
427.8	 5	 1
435.0	 6	 1
437.8	 7	 1
438.9	 8	 1
443.3	 9	 1
444.6	 10	 1
445.9	 11	 1
445.9	 12	 1
450.3	 13	 1
463.3	 14	 1
464.1	 15	 1
467.5	 16	 1
468.2	 17	 1
468.3	 18	 1
468.5	 19	 1
471.7	 20	 1
475.3	 21	 1
475.3	 20	 4
475.5	 19	 4
475.7	 18	 4
475.9	 17	 4
476.0	 18	 1
476.1	 17	 4
476.3	 16	 4
476.5	 15	 4
476.7	 14	 4
476.9	 13	 4
477.1	 12	 4
477.3	 11	 4
477.5	 10	 4
477.7	 9	 4
477.9	 8	 4
478.1	 7	 4
478.3	 6	 4
478.5	 5	 4
478.7	 4	 4
478.9	 3	 4
479.1	 2	 4
479.3	 1	 4
479.4	 2	 1
479.5	 1	 4
479.7	 0	 4
482.0	 1	 1
482.2	 2	 1
482.3	 1	 4
482.5	 0	 4
486.6	 1	 1
486.9	 0	 4
515.7	 1	 1
531.6	 2	 1
533.1	 3	 1
547.7	 4	 1
559.9	 5	 1
564.0	 6	 1
566.4	 7	 1
570.9	 8	 1
588.2	 9	 1
595.3	 8	 4
595.5	 7	 4
595.7	 6	 4
595.9	 5	 4
596.1	 4	 4
596.3	 3	 4
596.5	 2	 4
596.7	 1	 4
596.9	 0	 4
599.4	 1	 1
599.7	 0	 4
604.2	 1	 1
604.5	 0	 4
622.8	 1	 1
623.0	 2	 1
623.1	 1	 4
623.3	 0	 4
625.9	 1	 1
626.2	 0	 4
628.9	 1	 1
629.2	 0	 4
659.2	 1	 1
665.1	 2	 1
683.5	 3	 1
692.0	 4	 1
693.5	 5	 1
694.0	 6	 1
695.6	 7	 1
697.9	 8	 1
703.2	 9	 1
705.4	 10	 1
715.3	 9	 4
715.5	 8	 4
715.7	 7	 4
715.9	 6	 4
716.1	 5	 4
716.3	 4	 4
716.5	 3	 4
716.7	 2	 4
716.9	 1	 4
717.1	 0	 4
720.5	 1	 1
720.8	 0	 4
725.1	 1	 1
725.4	 0	 4
730.1	 1	 1
730.4	 0	 4
734.9	 1	 1
735.0	 2	 1
735.2	 1	 4
735.4	 0	 4
742.0	 1	 1
742.3	 0	 4
747.1	 1	 1
747.4	 0	 4
749.7	 1	 1
750.0	 0	 4
758.8	 1	 1
762.5	 2	 1
762.8	 3	 1
763.9	 4	 1
764.4	 5	 1
766.6	 6	 1
775.2	 7	 1
782.1	 8	 1
789.6	 9	 1
816.7	 10	 1
816.9	 11	 1
817.1	 12	 1
832.1	 13	 1
833.7	 14	 1
835.3	 13	 4
835.5	 12	 4
835.7	 11	 4
835.8	 12	 1
835.9	 11	 4
836.1	 10	 4
836.3	 9	 4
836.5	 8	 4
836.7	 7	 4
836.9	 6	 4
837.1	 5	 4
837.3	 4	 4
837.4	 5	 1
837.5	 4	 4
837.7	 3	 4
837.9	 4	 1
837.9	 3	 4
838.1	 2	 4
838.3	 1	 4
838.5	 0	 4
840.1	 1	 1
840.4	 0	 4
842.8	 1	 1
843.1	 0	 4
846.6	 1	 1
846.9	 2	 1
846.9	 1	 4
847.2	 0	 4
850.0	 1	 1
850.3	 0	 4
854.6	 1	 1
854.9	 0	 4
860.3	 1	 1
860.6	 0	 4
867.3	 1	 1
867.6	 0	 4
879.2	 1	 1
890.4	 2	 1
895.7	 3	 1
898.1	 4	 1
905.1	 5	 1
907.4	 6	 1
907.6	 7	 1
909.5	 8	 1
912.8	 9	 1
920.0	 10	 1
924.1	 11	 1
924.6	 12	 1
936.5	 13	 1
940.8	 14	 1
955.3	 13	 4
955.5	 12	 4
955.7	 11	 4
955.9	 10	 4
956.1	 9	 4
956.3	 8	 4
956.5	 7	 4
956.7	 6	 4
956.9	 5	 4
957.1	 4	 4
957.3	 3	 4
957.5	 2	 4
957.7	 1	 4
957.9	 0	 4
977.3	 1	 1
977.6	 0	 4
982.6	 1	 1
982.9	 0	 4
989.1	 1	 1
989.4	 0	 4
996.8	 1	 1
1002.8	 2	 1
1014.3	 3	 1
1017.7	 4	 1
1028.7	 5	 1
1033.6	 6	 1
1034.7	 7	 1
1036.7	 8	 1
1056.4	 9	 1
1061.7	 10	 1
1061.8	 11	 1
1070.8	 12	 1
1073.7	 13	 1
1075.3	 12	 4
1075.5	 11	 4
1075.7	 10	 4
1075.8	 11	 1
1075.9	 10	 4
1076.1	 9	 4
1076.3	 8	 4
1076.5	 7	 4
1076.7	 6	 4
1076.9	 5	 4
1077.1	 4	 4
1077.3	 3	 4
1077.5	 2	 4
1077.7	 1	 4
1077.9	 0	 4
1090.9	 1	 1
1091.2	 0	 4
1094.0	 1	 1
1094.3	 0	 4
1097.8	 1	 1
1098.1	 0	 4
1114.0	 1	 1
1114.3	 0	 4
1115.8	 1	 1
1116.7	 2	 1
1129.2	 3	 1
1146.6	 4	 1
1149.6	 5	 1
1150.8	 6	 1
1153.6	 7	 1
1156.6	 8	 1
1157.5	 9	 1
1159.3	 10	 1
1161.2	 11	 1
1178.1	 12	 1
1181.4	 13	 1
1195.3	 12	 4
1195.5	 11	 4
1195.7	 10	 4
1195.9	 9	 4
1196.1	 8	 4
1196.3	 7	 4
1196.5	 6	 4
1196.7	 5	 4
1196.9	 4	 4
1197.1	 3	 4
1197.2	 4	 1
1197.3	 3	 4
1197.5	 2	 4
1197.7	 1	 4
1197.9	 0	 4
