QUE	 (100028, 100032) 
74.4	 1	 5
76.1	 2	 5
83.8	 3	 5
96.1	 4	 5
101.3	 3	 4
101.5	 2	 4
101.7	 1	 4
101.9	 0	 4
135.1	 1	 5
135.3	 0	 4
149.5	 1	 5
149.7	 0	 4
152.3	 1	 5
152.6	 0	 4
208.2	 1	 5
209.1	 2	 5
209.2	 3	 5
215.1	 4	 5
221.3	 3	 4
221.5	 2	 4
221.7	 1	 4
221.9	 0	 4
223.1	 1	 5
223.4	 0	 4
225.9	 1	 5
226.2	 0	 4
267.6	 1	 5
267.9	 0	 4
268.1	 1	 5
268.4	 0	 4
268.4	 1	 5
268.6	 2	 5
268.7	 1	 4
268.8	 2	 5
268.9	 1	 4
269.0	 0	 4
312.7	 1	 5
341.3	 0	 4
350.4	 1	 5
350.7	 0	 4
354.4	 1	 5
354.6	 2	 5
354.7	 1	 4
354.9	 0	 4
376.8	 1	 5
377.0	 0	 4
388.2	 1	 5
388.4	 2	 5
388.5	 1	 4
388.7	 0	 4
388.9	 1	 5
389.1	 2	 5
389.2	 1	 4
389.4	 0	 4
395.1	 1	 5
395.4	 0	 4
420.5	 1	 5
421.3	 2	 5
426.1	 3	 5
437.9	 4	 5
461.3	 3	 4
461.5	 2	 4
461.7	 1	 4
461.9	 0	 4
499.2	 1	 5
499.4	 2	 5
499.5	 1	 4
499.6	 2	 5
499.7	 1	 4
499.8	 2	 5
499.9	 1	 4
500.1	 0	 4
508.3	 1	 5
508.5	 2	 5
508.6	 1	 4
508.7	 2	 5
508.8	 1	 4
508.9	 2	 5
509.0	 1	 4
509.1	 2	 5
509.2	 1	 4
509.4	 0	 4
517.1	 1	 5
517.4	 0	 4
518.9	 1	 5
519.2	 0	 4
533.4	 1	 5
541.3	 2	 5
548.0	 3	 5
569.0	 4	 5
581.3	 3	 4
581.5	 2	 4
581.7	 1	 4
581.9	 0	 4
606.4	 1	 5
606.7	 0	 4
637.8	 1	 5
638.1	 0	 4
644.4	 1	 5
644.6	 2	 5
644.8	 3	 5
668.7	 4	 5
675.6	 5	 5
691.5	 6	 5
696.5	 7	 5
699.7	 8	 5
701.3	 7	 4
701.5	 6	 4
701.7	 5	 4
701.9	 4	 4
702.1	 3	 4
702.3	 2	 4
702.5	 1	 4
702.7	 0	 4
718.4	 1	 5
718.7	 0	 4
719.3	 1	 5
719.6	 0	 4
725.3	 1	 5
725.6	 0	 4
748.4	 1	 5
748.7	 0	 4
750.1	 1	 5
750.4	 0	 4
752.6	 1	 5
752.9	 0	 4
753.6	 1	 5
753.9	 0	 4
788.5	 1	 5
789.2	 2	 5
789.4	 3	 5
789.6	 4	 5
789.8	 5	 5
790.0	 6	 5
790.2	 7	 5
821.3	 6	 4
821.5	 5	 4
821.7	 4	 4
821.9	 3	 4
822.1	 2	 4
822.3	 1	 4
822.5	 0	 4
844.4	 1	 5
844.7	 0	 4
864.7	 1	 5
865.0	 0	 4
881.4	 1	 5
881.7	 0	 4
883.4	 1	 5
904.6	 2	 5
919.2	 3	 5
934.2	 4	 5
934.6	 5	 5
934.8	 6	 5
935.0	 7	 5
935.2	 8	 5
935.4	 9	 5
935.6	 10	 5
935.8	 11	 5
936.0	 12	 5
936.2	 13	 5
936.4	 14	 5
941.3	 13	 4
941.5	 12	 4
941.7	 11	 4
941.9	 10	 4
942.1	 9	 4
942.3	 8	 4
942.5	 7	 4
942.7	 6	 4
942.9	 5	 4
943.1	 4	 4
943.3	 3	 4
943.5	 2	 4
943.7	 1	 4
943.9	 0	 4
960.2	 1	 5
960.5	 0	 4
988.3	 1	 5
988.5	 2	 5
988.6	 1	 4
988.7	 2	 5
988.8	 1	 4
988.9	 2	 5
989.0	 1	 4
989.1	 2	 5
989.2	 1	 4
989.3	 2	 5
989.4	 1	 4
989.6	 0	 4
994.7	 1	 5
995.0	 0	 4
1024.4	 1	 5
1025.8	 2	 5
1031.6	 3	 5
1061.3	 2	 4
1061.5	 1	 4
1061.7	 0	 4
1067.9	 1	 5
1068.2	 0	 4
1079.2	 1	 5
1079.4	 2	 5
1079.5	 1	 4
1079.6	 2	 5
1079.7	 1	 4
1079.8	 2	 5
1079.9	 1	 4
1080.0	 2	 5
1080.1	 1	 4
1080.3	 0	 4
1080.3	 1	 5
1080.6	 0	 4
1098.1	 1	 5
1098.3	 2	 5
1098.4	 1	 4
1098.6	 0	 4
1108.3	 1	 5
1108.5	 2	 5
1108.6	 1	 4
1108.7	 2	 5
1108.8	 1	 4
1109.0	 0	 4
1109.3	 1	 5
1109.5	 2	 5
1109.6	 1	 4
1109.7	 2	 5
1109.8	 1	 4
1110.0	 0	 4
1110.1	 1	 5
1110.4	 0	 4
1110.5	 1	 5
1110.7	 2	 5
1110.8	 1	 4
1111.0	 0	 4
1113.8	 1	 5
1114.1	 0	 4
1123.7	 1	 5
1123.8	 2	 5
1127.3	 3	 5
1149.3	 4	 5
1154.9	 5	 5
1165.4	 6	 5
1167.7	 7	 5
1177.1	 8	 5
1181.3	 7	 4
1181.5	 6	 4
1181.7	 5	 4
1181.9	 4	 4
1182.1	 3	 4
1182.3	 2	 4
1182.5	 1	 4
1182.7	 0	 4
