QUE	 (100021, 100023) 
15.0	 1	 5
19.3	 0	 4
58.3	 1	 5
58.6	 0	 4
85.3	 1	 5
102.2	 2	 5
103.0	 3	 5
128.9	 4	 5
139.2	 3	 4
139.3	 2	 4
139.5	 1	 4
139.7	 0	 4
151.3	 1	 5
151.6	 0	 4
178.0	 1	 5
178.2	 0	 4
178.4	 1	 5
178.7	 0	 4
183.5	 1	 5
183.7	 0	 4
197.0	 1	 5
209.3	 2	 5
209.4	 3	 5
209.5	 4	 5
219.5	 5	 5
259.3	 4	 4
259.5	 3	 4
259.7	 2	 4
259.9	 1	 4
260.0	 0	 4
297.7	 1	 5
298.0	 0	 4
298.1	 1	 5
298.4	 0	 4
298.4	 1	 5
298.6	 2	 5
298.7	 1	 4
298.9	 0	 4
304.7	 1	 5
305.0	 0	 4
329.1	 1	 5
329.2	 2	 5
331.2	 3	 5
331.7	 4	 5
341.4	 5	 5
379.3	 4	 4
379.5	 3	 4
379.7	 2	 4
379.9	 1	 4
380.0	 0	 4
389.6	 1	 5
389.9	 0	 4
418.7	 1	 5
419.0	 0	 4
421.9	 1	 5
422.2	 0	 4
449.5	 1	 5
450.7	 2	 5
450.9	 3	 5
462.0	 4	 5
499.3	 3	 4
499.5	 2	 4
499.7	 1	 4
499.9	 0	 4
569.7	 1	 5
569.9	 2	 5
572.1	 3	 5
572.9	 4	 5
586.1	 5	 5
619.3	 4	 4
619.5	 3	 4
619.7	 2	 4
619.9	 1	 4
620.1	 0	 4
623.8	 1	 5
624.1	 0	 4
678.9	 1	 5
683.5	 2	 5
689.1	 3	 5
689.3	 4	 5
689.5	 5	 5
690.1	 6	 5
690.7	 7	 5
690.9	 8	 5
691.5	 9	 5
692.3	 10	 5
716.7	 11	 5
739.3	 10	 4
739.5	 9	 4
739.7	 8	 4
739.9	 7	 4
740.1	 6	 4
740.3	 5	 4
740.5	 4	 4
740.7	 3	 4
740.9	 2	 4
741.1	 1	 4
741.3	 0	 4
744.2	 1	 5
744.5	 0	 4
758.3	 1	 5
758.6	 0	 4
777.9	 1	 5
778.2	 0	 4
810.9	 1	 5
811.5	 2	 5
812.5	 3	 5
812.7	 4	 5
813.9	 5	 5
822.2	 6	 5
859.3	 5	 4
859.5	 4	 4
859.7	 3	 4
859.9	 2	 4
860.1	 1	 4
860.3	 0	 4
875.9	 1	 5
876.2	 0	 4
897.7	 1	 5
897.9	 2	 5
898.0	 1	 4
898.1	 2	 5
898.2	 1	 4
898.4	 0	 4
899.1	 1	 5
899.4	 0	 4
899.5	 1	 5
899.8	 0	 4
915.6	 1	 5
926.0	 2	 5
929.1	 3	 5
929.5	 4	 5
929.9	 5	 5
931.3	 6	 5
931.5	 7	 5
931.7	 8	 5
932.3	 9	 5
932.5	 10	 5
933.7	 11	 5
969.5	 12	 5
976.7	 13	 5
979.3	 12	 4
979.5	 11	 4
979.7	 10	 4
979.9	 9	 4
980.1	 8	 4
980.3	 7	 4
980.5	 6	 4
980.7	 5	 4
980.9	 4	 4
981.1	 3	 4
981.3	 2	 4
981.5	 1	 4
981.7	 0	 4
994.5	 1	 5
994.8	 0	 4
1003.0	 1	 5
1003.3	 0	 4
1017.7	 1	 5
1017.9	 2	 5
1018.0	 1	 4
1018.1	 2	 5
1018.2	 1	 4
1018.4	 0	 4
1018.5	 1	 5
1018.8	 0	 4
1019.5	 1	 5
1019.8	 0	 4
1019.9	 1	 5
1020.2	 0	 4
1049.7	 1	 5
1049.9	 2	 5
1050.3	 3	 5
1050.5	 4	 5
1050.7	 5	 5
1050.9	 6	 5
1052.3	 7	 5
1057.1	 8	 5
1067.8	 9	 5
1099.3	 8	 4
1099.5	 7	 4
1099.7	 6	 4
1099.9	 5	 4
1100.1	 4	 4
1100.3	 3	 4
1100.5	 2	 4
1100.7	 1	 4
1100.9	 0	 4
1138.3	 1	 5
1138.6	 0	 4
1138.7	 1	 5
1139.0	 0	 4
1169.3	 1	 5
1170.1	 2	 5
1171.1	 3	 5
1171.5	 4	 5
1182.2	 5	 5
