QUE	 (100014, 100017) 
72.5	 1	 5
73.3	 2	 5
78.4	 3	 5
84.8	 2	 4
85.0	 1	 4
85.2	 0	 4
109.5	 1	 5
109.8	 0	 4
111.0	 1	 5
111.2	 2	 5
111.3	 1	 4
111.4	 2	 5
111.5	 1	 4
111.6	 2	 5
111.7	 1	 4
111.8	 2	 5
111.9	 1	 4
112.0	 2	 5
112.1	 1	 4
112.3	 0	 4
121.6	 1	 5
121.9	 0	 4
134.7	 1	 5
135.0	 0	 4
138.9	 1	 5
139.2	 0	 4
169.8	 1	 5
169.9	 2	 5
179.8	 3	 5
180.0	 4	 5
180.4	 5	 5
180.7	 6	 5
181.0	 7	 5
187.4	 8	 5
204.7	 7	 4
204.9	 6	 4
205.1	 5	 4
205.3	 4	 4
205.5	 3	 4
205.7	 2	 4
205.9	 1	 4
206.1	 0	 4
231.0	 1	 5
231.3	 0	 4
231.4	 1	 5
231.6	 2	 5
231.7	 1	 4
231.9	 0	 4
232.0	 1	 5
232.2	 2	 5
232.3	 1	 4
232.5	 0	 4
232.6	 1	 5
232.9	 0	 4
247.2	 1	 5
247.4	 2	 5
247.5	 1	 4
247.7	 0	 4
247.8	 1	 5
248.0	 2	 5
248.1	 1	 4
248.3	 0	 4
273.4	 1	 5
273.7	 0	 4
277.4	 1	 5
277.7	 0	 4
299.1	 1	 5
299.2	 2	 5
299.6	 3	 5
300.5	 4	 5
301.1	 5	 5
301.2	 6	 5
301.5	 7	 5
301.7	 8	 5
324.8	 7	 4
325.0	 6	 4
325.2	 5	 4
325.4	 4	 4
325.5	 3	 4
325.7	 2	 4
325.9	 1	 4
326.0	 0	 4
351.4	 1	 5
351.6	 2	 5
351.7	 3	 5
351.7	 2	 4
351.9	 3	 5
351.9	 2	 4
352.0	 1	 4
352.1	 2	 5
352.2	 3	 5
352.2	 2	 4
352.4	 3	 5
352.4	 2	 4
352.5	 1	 4
352.6	 2	 5
352.7	 3	 5
352.7	 2	 4
352.9	 3	 5
352.9	 2	 4
353.0	 1	 4
353.1	 2	 5
353.2	 3	 5
353.2	 2	 4
353.4	 3	 5
353.4	 2	 4
353.5	 1	 4
353.7	 0	 4
356.6	 1	 5
356.9	 0	 4
368.7	 1	 5
369.0	 0	 4
375.1	 1	 5
375.4	 0	 4
383.1	 1	 5
383.4	 0	 4
419.1	 1	 5
419.2	 2	 5
419.5	 3	 5
419.7	 4	 5
419.9	 5	 5
420.1	 6	 5
420.2	 7	 5
420.5	 8	 5
420.7	 9	 5
420.9	 10	 5
421.1	 11	 5
421.2	 12	 5
421.4	 13	 5
421.6	 14	 5
421.7	 15	 5
422.0	 16	 5
422.2	 17	 5
423.6	 18	 5
444.8	 17	 4
445.0	 16	 4
445.2	 15	 4
445.4	 14	 4
445.6	 13	 4
445.8	 12	 4
446.0	 11	 4
446.2	 10	 4
446.4	 9	 4
446.6	 8	 4
446.8	 7	 4
447.0	 6	 4
447.2	 5	 4
447.4	 4	 4
447.6	 3	 4
447.8	 2	 4
448.0	 1	 4
448.2	 0	 4
450.7	 1	 5
451.0	 0	 4
471.0	 1	 5
471.2	 2	 5
471.3	 1	 4
471.5	 0	 4
471.6	 1	 5
471.8	 2	 5
471.9	 1	 4
472.0	 2	 5
472.1	 1	 4
472.3	 0	 4
478.3	 1	 5
478.6	 0	 4
484.7	 1	 5
485.0	 0	 4
491.5	 1	 5
491.8	 0	 4
507.2	 1	 5
507.5	 0	 4
509.2	 1	 5
509.5	 0	 4
533.6	 1	 5
539.1	 2	 5
539.3	 3	 5
539.5	 4	 5
540.1	 5	 5
540.3	 6	 5
540.5	 7	 5
540.7	 8	 5
540.9	 9	 5
541.1	 10	 5
541.3	 11	 5
544.2	 12	 5
564.8	 11	 4
565.0	 10	 4
565.2	 9	 4
565.4	 8	 4
565.6	 7	 4
565.8	 6	 4
566.0	 5	 4
566.2	 4	 4
566.4	 3	 4
566.6	 2	 4
566.8	 1	 4
567.0	 0	 4
