QUE	 (100066, 100021) 
11.1	 1	 1
23.9	 2	 1
31.2	 3	 1
41.0	 4	 1
50.9	 5	 1
58.9	 6	 1
71.1	 7	 1
93.8	 6	 4
94.0	 5	 4
94.2	 4	 4
94.4	 3	 4
94.6	 2	 4
94.8	 1	 4
95.0	 0	 4
114.5	 1	 1
114.9	 2	 1
130.8	 3	 1
145.5	 4	 1
169.3	 5	 1
173.0	 6	 1
205.6	 7	 1
213.8	 6	 4
214.0	 5	 4
214.2	 4	 4
214.4	 3	 4
214.6	 2	 4
214.8	 1	 4
215.0	 0	 4
247.2	 1	 1
276.8	 2	 1
316.5	 3	 1
333.8	 2	 4
334.0	 1	 4
334.2	 0	 4
346.9	 1	 1
347.2	 0	 4
397.5	 1	 1
406.7	 2	 1
421.1	 3	 1
453.8	 2	 4
454.0	 1	 4
454.2	 0	 4
466.2	 1	 1
466.5	 0	 4
487.9	 1	 1
502.1	 2	 1
517.4	 3	 1
538.5	 4	 1
559.5	 5	 1
573.8	 4	 4
574.0	 3	 4
574.2	 2	 4
574.4	 1	 4
574.6	 0	 4
583.3	 1	 1
583.6	 0	 4
583.9	 1	 1
584.2	 0	 4
596.4	 1	 1
600.6	 2	 1
693.8	 1	 4
694.0	 0	 4
707.5	 1	 1
707.8	 0	 4
718.3	 1	 1
741.3	 2	 1
782.8	 3	 1
784.0	 4	 1
805.8	 5	 1
813.8	 4	 4
814.0	 3	 4
814.2	 2	 4
814.4	 1	 4
814.6	 0	 4
871.1	 1	 1
878.4	 2	 1
926.0	 3	 1
933.8	 2	 4
934.0	 1	 4
934.2	 0	 4
973.6	 1	 1
986.4	 2	 1
998.4	 3	 1
1053.8	 2	 4
1054.0	 1	 4
1054.2	 0	 4
1055.2	 1	 1
1055.5	 0	 4
1059.3	 1	 1
1059.6	 0	 4
1074.7	 1	 1
1097.7	 2	 1
1115.2	 3	 1
1126.3	 4	 1
1136.0	 5	 1
1173.8	 4	 4
1174.0	 3	 4
1174.2	 2	 4
1174.4	 1	 4
1174.6	 0	 4
1175.0	 1	 1
1175.3	 0	 4
1195.6	 1	 1
