QUE	 (100053, 200037) 
24.7	 1	 1
25.0	 0	 4
46.9	 1	 1
85.3	 0	 4
106.0	 1	 1
106.3	 0	 4
118.4	 1	 1
155.2	 0	 4
167.3	 1	 1
167.6	 0	 4
180.9	 1	 1
181.2	 0	 4
211.0	 1	 1
213.0	 2	 1
225.3	 1	 4
225.5	 0	 4
246.6	 1	 1
246.9	 0	 4
255.9	 1	 1
287.0	 2	 1
295.3	 1	 4
295.5	 0	 4
376.1	 1	 1
376.4	 0	 4
387.6	 1	 1
387.9	 0	 4
399.7	 1	 1
419.5	 2	 1
433.6	 3	 1
435.3	 2	 4
435.5	 1	 4
435.7	 0	 4
441.0	 1	 1
441.3	 0	 4
470.0	 1	 1
486.2	 2	 1
489.1	 3	 1
498.0	 4	 1
505.3	 3	 4
505.5	 2	 4
505.7	 1	 4
505.9	 0	 4
509.4	 1	 1
509.7	 0	 4
562.5	 1	 1
563.2	 2	 1
568.0	 3	 1
575.3	 2	 4
575.5	 1	 4
575.7	 0	 4
588.0	 1	 1
588.3	 0	 4
589.1	 1	 1
589.4	 0	 4
631.4	 1	 1
636.4	 2	 1
645.3	 1	 4
645.5	 0	 4
683.2	 1	 1
688.7	 2	 1
708.4	 3	 1
715.3	 2	 4
715.5	 1	 4
715.7	 0	 4
718.9	 1	 1
719.2	 0	 4
840.6	 1	 1
855.3	 0	 4
856.8	 1	 1
857.1	 0	 4
858.8	 1	 1
859.1	 0	 4
904.5	 1	 1
909.4	 2	 1
925.3	 1	 4
925.5	 0	 4
1006.7	 1	 1
1007.0	 0	 4
1055.8	 1	 1
1065.3	 0	 4
1070.9	 1	 1
1071.2	 0	 4
1077.3	 1	 1
1077.6	 0	 4
1088.8	 1	 1
1089.1	 0	 4
1105.1	 1	 1
1105.2	 2	 1
1133.1	 3	 1
1135.3	 2	 4
1135.5	 1	 4
1135.7	 0	 4
1141.2	 1	 1
1141.5	 0	 4
