QUE	 (100017, 100020) 
107.0	 1	 5
131.6	 2	 5
133.1	 3	 5
133.5	 4	 5
133.9	 5	 5
134.0	 6	 5
134.1	 7	 5
143.7	 8	 5
174.2	 7	 4
174.3	 6	 4
174.5	 5	 4
174.7	 4	 4
174.8	 3	 4
175.0	 2	 4
175.2	 1	 4
175.3	 0	 4
226.5	 1	 5
226.7	 2	 5
226.9	 3	 5
227.1	 4	 5
227.3	 5	 5
227.5	 6	 5
227.7	 7	 5
227.9	 8	 5
253.5	 9	 5
254.1	 10	 5
254.3	 11	 5
254.7	 12	 5
269.5	 13	 5
269.9	 14	 5
270.1	 15	 5
294.3	 14	 4
294.5	 13	 4
294.7	 12	 4
294.9	 11	 4
295.0	 10	 4
295.2	 9	 4
295.4	 8	 4
295.5	 9	 5
295.5	 8	 4
295.7	 7	 4
295.9	 6	 4
296.0	 5	 4
296.2	 4	 4
296.4	 3	 4
296.5	 2	 4
296.7	 1	 4
296.9	 0	 4
346.6	 1	 5
347.0	 2	 5
347.2	 3	 5
347.3	 4	 5
347.5	 5	 5
347.7	 6	 5
347.8	 7	 5
373.7	 8	 5
374.0	 9	 5
374.3	 10	 5
374.5	 11	 5
374.8	 12	 5
375.0	 13	 5
378.7	 14	 5
390.8	 15	 5
397.2	 16	 5
405.2	 17	 5
414.3	 16	 4
414.5	 15	 4
414.7	 14	 4
414.9	 13	 4
415.1	 12	 4
415.3	 11	 4
415.5	 10	 4
415.7	 9	 4
415.9	 8	 4
416.1	 7	 4
416.3	 6	 4
416.5	 5	 4
416.7	 4	 4
416.9	 3	 4
417.1	 2	 4
417.3	 1	 4
417.5	 0	 4
466.6	 1	 5
466.8	 2	 5
467.0	 3	 5
467.2	 4	 5
467.4	 5	 5
467.6	 6	 5
468.0	 7	 5
468.2	 8	 5
468.4	 9	 5
468.8	 10	 5
469.2	 11	 5
469.4	 12	 5
469.6	 13	 5
470.0	 14	 5
493.1	 15	 5
493.3	 16	 5
493.9	 17	 5
506.8	 18	 5
507.9	 19	 5
513.6	 20	 5
529.3	 21	 5
534.3	 20	 4
534.5	 19	 4
534.7	 18	 4
534.9	 17	 4
535.1	 16	 4
535.3	 15	 4
535.5	 14	 4
535.7	 13	 4
535.9	 12	 4
536.1	 11	 4
536.3	 10	 4
536.5	 9	 4
536.7	 8	 4
536.9	 7	 4
537.1	 6	 4
537.3	 5	 4
537.5	 4	 4
537.7	 3	 4
537.9	 2	 4
538.1	 1	 4
538.3	 0	 4
586.6	 1	 5
587.0	 2	 5
587.2	 3	 5
588.0	 4	 5
588.2	 5	 5
588.4	 6	 5
588.6	 7	 5
592.9	 8	 5
613.7	 9	 5
614.1	 10	 5
614.5	 11	 5
619.4	 12	 5
619.6	 13	 5
620.0	 14	 5
620.2	 15	 5
635.6	 16	 5
645.1	 17	 5
654.3	 16	 4
654.5	 15	 4
654.7	 14	 4
654.9	 13	 4
655.1	 12	 4
655.3	 11	 4
655.5	 10	 4
655.7	 9	 4
655.9	 8	 4
656.1	 7	 4
656.3	 6	 4
656.5	 5	 4
656.7	 4	 4
656.9	 3	 4
657.1	 2	 4
657.3	 1	 4
657.5	 0	 4
706.8	 1	 5
707.0	 2	 5
707.4	 3	 5
707.6	 4	 5
707.8	 5	 5
708.0	 6	 5
708.2	 7	 5
708.6	 8	 5
708.8	 9	 5
709.0	 10	 5
718.0	 11	 5
733.1	 12	 5
733.3	 13	 5
733.7	 14	 5
733.9	 15	 5
734.1	 16	 5
734.3	 17	 5
734.5	 18	 5
734.7	 19	 5
734.9	 20	 5
735.1	 21	 5
735.3	 22	 5
735.5	 23	 5
735.9	 24	 5
736.1	 25	 5
736.3	 26	 5
740.4	 27	 5
740.6	 28	 5
751.6	 29	 5
774.3	 28	 4
774.5	 27	 4
774.7	 26	 4
774.9	 25	 4
775.1	 24	 4
775.3	 23	 4
775.5	 22	 4
775.7	 21	 4
775.9	 20	 4
776.1	 19	 4
776.3	 18	 4
776.5	 17	 4
776.7	 16	 4
776.9	 15	 4
777.1	 14	 4
777.3	 13	 4
777.5	 12	 4
777.7	 11	 4
777.9	 10	 4
778.1	 9	 4
778.3	 8	 4
778.5	 7	 4
778.7	 6	 4
778.9	 5	 4
779.1	 4	 4
779.3	 3	 4
779.5	 2	 4
779.7	 1	 4
779.9	 0	 4
826.6	 1	 5
826.8	 2	 5
827.0	 3	 5
827.2	 4	 5
827.4	 5	 5
827.8	 6	 5
828.0	 7	 5
828.6	 8	 5
853.3	 9	 5
853.5	 10	 5
853.7	 11	 5
853.9	 12	 5
854.1	 13	 5
854.5	 14	 5
854.7	 15	 5
854.9	 16	 5
855.3	 17	 5
855.5	 18	 5
857.2	 19	 5
857.6	 20	 5
857.8	 21	 5
862.9	 22	 5
884.8	 23	 5
888.7	 24	 5
894.3	 23	 4
894.5	 22	 4
894.7	 21	 4
894.9	 20	 4
895.1	 19	 4
895.3	 18	 4
895.5	 17	 4
895.7	 16	 4
895.9	 15	 4
896.1	 14	 4
896.3	 13	 4
896.5	 12	 4
896.7	 11	 4
896.9	 10	 4
897.1	 9	 4
897.3	 8	 4
897.5	 7	 4
897.7	 6	 4
897.9	 5	 4
898.1	 4	 4
898.3	 3	 4
898.5	 2	 4
898.7	 1	 4
898.9	 0	 4
947.0	 1	 5
947.2	 2	 5
947.6	 3	 5
947.8	 4	 5
948.0	 5	 5
948.4	 6	 5
974.3	 7	 5
974.5	 8	 5
974.7	 9	 5
975.1	 10	 5
975.3	 11	 5
975.5	 12	 5
975.7	 13	 5
975.9	 14	 5
976.1	 15	 5
980.2	 16	 5
1003.9	 17	 5
1014.3	 16	 4
1014.5	 15	 4
1014.7	 14	 4
1014.9	 13	 4
1015.1	 12	 4
1015.3	 11	 4
1015.5	 10	 4
1015.7	 9	 4
1015.9	 8	 4
1016.1	 7	 4
1016.3	 6	 4
1016.5	 5	 4
1016.7	 4	 4
1016.9	 3	 4
1017.1	 2	 4
1017.3	 1	 4
1017.5	 0	 4
1020.7	 1	 5
1021.0	 0	 4
1066.6	 1	 5
1066.8	 2	 5
1067.0	 3	 5
1067.4	 4	 5
1067.8	 5	 5
1068.0	 6	 5
1068.4	 7	 5
1068.6	 8	 5
1069.0	 9	 5
1093.1	 10	 5
1093.3	 11	 5
1102.7	 12	 5
1109.8	 13	 5
1110.2	 14	 5
1110.4	 15	 5
1113.1	 16	 5
1134.3	 15	 4
1134.5	 14	 4
1134.7	 13	 4
1134.9	 12	 4
1135.1	 11	 4
1135.3	 10	 4
1135.5	 9	 4
1135.7	 8	 4
1135.9	 7	 4
1136.1	 6	 4
1136.3	 5	 4
1136.5	 4	 4
1136.7	 3	 4
1136.9	 2	 4
1137.1	 1	 4
1137.3	 0	 4
1186.6	 1	 5
1186.8	 2	 5
1187.0	 3	 5
1187.2	 4	 5
1187.6	 5	 5
1187.8	 6	 5
1188.0	 7	 5
1188.2	 8	 5
1188.4	 9	 5
1188.6	 10	 5
