QUE	 (200011, 20008) 
34.1	 1	 5
34.4	 0	 4
42.7	 1	 5
43.0	 0	 4
44.9	 1	 5
45.2	 0	 4
51.0	 1	 5
51.3	 0	 4
58.4	 1	 5
58.6	 2	 5
58.7	 1	 4
58.8	 2	 5
58.9	 1	 4
59.1	 0	 4
60.0	 1	 5
60.3	 0	 4
84.2	 1	 5
84.5	 0	 4
117.1	 1	 5
125.4	 2	 5
125.6	 3	 5
125.8	 4	 5
126.0	 5	 5
126.2	 6	 5
126.4	 7	 5
129.1	 8	 5
129.2	 7	 4
129.3	 6	 4
129.5	 5	 4
129.7	 4	 4
129.8	 3	 4
130.0	 2	 4
130.2	 1	 4
130.3	 0	 4
139.3	 1	 5
139.6	 0	 4
161.9	 1	 5
162.2	 0	 4
162.2	 1	 5
162.3	 2	 5
162.5	 1	 4
162.7	 0	 4
167.7	 1	 5
168.0	 0	 4
169.8	 1	 5
170.1	 0	 4
178.3	 1	 5
178.4	 2	 5
178.6	 3	 5
178.6	 2	 4
178.7	 1	 4
178.8	 0	 4
178.8	 1	 5
179.1	 0	 4
191.1	 1	 5
191.3	 0	 4
191.3	 1	 5
191.6	 0	 4
201.8	 1	 5
202.1	 0	 4
205.7	 1	 5
206.0	 0	 4
225.7	 1	 5
231.9	 2	 5
232.1	 3	 5
232.3	 4	 5
245.3	 5	 5
245.4	 6	 5
245.5	 7	 5
245.7	 8	 5
245.9	 9	 5
246.5	 10	 5
246.7	 11	 5
246.9	 12	 5
247.1	 13	 5
248.3	 14	 5
248.9	 15	 5
249.3	 14	 4
249.5	 13	 4
249.7	 12	 4
249.9	 11	 4
250.1	 10	 4
250.3	 9	 4
250.5	 8	 4
250.7	 7	 4
250.9	 6	 4
251.1	 5	 4
251.3	 4	 4
251.5	 3	 4
251.7	 2	 4
251.9	 1	 4
252.1	 0	 4
255.5	 1	 5
255.8	 0	 4
257.2	 1	 5
257.5	 0	 4
265.2	 1	 5
265.4	 2	 5
265.5	 1	 4
265.7	 0	 4
267.7	 1	 5
268.0	 0	 4
271.1	 1	 5
271.4	 0	 4
277.5	 1	 5
277.8	 0	 4
278.0	 1	 5
278.3	 0	 4
282.0	 1	 5
282.3	 0	 4
282.8	 1	 5
283.0	 0	 4
283.0	 1	 5
283.1	 2	 5
283.3	 1	 4
283.5	 0	 4
289.5	 1	 5
289.8	 0	 4
293.1	 1	 5
293.4	 0	 4
296.6	 1	 5
296.9	 0	 4
298.4	 1	 5
298.6	 2	 5
298.7	 1	 4
298.9	 0	 4
351.9	 1	 5
353.1	 2	 5
365.4	 3	 5
365.5	 4	 5
365.8	 5	 5
366.0	 6	 5
366.1	 7	 5
366.3	 8	 5
366.9	 9	 5
369.3	 8	 4
369.5	 7	 4
369.7	 6	 4
369.9	 5	 4
370.0	 4	 4
370.2	 3	 4
370.4	 2	 4
370.5	 1	 4
370.7	 0	 4
375.1	 1	 5
375.4	 0	 4
389.6	 1	 5
389.9	 0	 4
396.1	 1	 5
396.4	 0	 4
396.9	 1	 5
397.2	 0	 4
400.9	 1	 5
401.2	 0	 4
402.0	 1	 5
402.1	 2	 5
402.3	 1	 4
402.4	 2	 5
402.5	 1	 4
402.6	 2	 5
402.7	 1	 4
402.8	 2	 5
402.9	 1	 4
403.0	 2	 5
403.0	 1	 4
403.3	 0	 4
404.0	 1	 5
404.3	 0	 4
404.9	 1	 5
405.2	 0	 4
408.6	 1	 5
408.9	 0	 4
412.8	 1	 5
413.1	 0	 4
418.2	 1	 5
418.4	 2	 5
418.5	 1	 4
418.7	 0	 4
426.7	 1	 5
427.0	 0	 4
454.2	 1	 5
461.6	 2	 5
471.9	 3	 5
472.1	 4	 5
475.9	 5	 5
481.9	 6	 5
485.4	 7	 5
485.6	 8	 5
485.8	 9	 5
486.0	 10	 5
486.2	 11	 5
486.4	 12	 5
486.8	 13	 5
487.0	 14	 5
487.2	 15	 5
487.4	 16	 5
487.6	 17	 5
487.8	 18	 5
488.0	 19	 5
488.2	 20	 5
488.4	 21	 5
489.3	 20	 4
489.5	 19	 4
489.7	 18	 4
489.9	 17	 4
490.1	 16	 4
490.3	 15	 4
490.5	 14	 4
490.7	 13	 4
490.9	 12	 4
491.1	 11	 4
491.3	 10	 4
491.5	 9	 4
491.7	 8	 4
491.9	 7	 4
492.1	 6	 4
492.3	 5	 4
492.5	 4	 4
492.7	 3	 4
492.9	 2	 4
493.1	 1	 4
493.3	 0	 4
513.6	 1	 5
513.9	 0	 4
515.4	 1	 5
515.7	 0	 4
522.0	 1	 5
522.2	 2	 5
522.3	 1	 4
522.4	 2	 5
522.5	 1	 4
522.7	 0	 4
542.8	 1	 5
543.1	 0	 4
547.2	 1	 5
547.5	 0	 4
562.2	 1	 5
562.5	 0	 4
573.2	 1	 5
573.5	 0	 4
577.5	 1	 5
586.7	 2	 5
591.9	 3	 5
592.1	 4	 5
597.0	 5	 5
605.4	 6	 5
605.6	 7	 5
605.8	 8	 5
606.0	 9	 5
606.2	 10	 5
606.4	 11	 5
606.6	 12	 5
606.8	 13	 5
607.0	 14	 5
607.2	 15	 5
607.4	 16	 5
609.3	 15	 4
609.5	 14	 4
609.7	 13	 4
609.9	 12	 4
610.1	 11	 4
610.3	 10	 4
610.5	 9	 4
610.7	 8	 4
610.9	 7	 4
611.1	 6	 4
611.3	 5	 4
611.5	 4	 4
611.7	 3	 4
611.9	 2	 4
612.1	 1	 4
612.3	 0	 4
613.0	 1	 5
613.3	 0	 4
613.7	 1	 5
614.0	 0	 4
630.5	 1	 5
630.8	 0	 4
632.8	 1	 5
633.1	 0	 4
635.5	 1	 5
635.8	 0	 4
642.0	 1	 5
642.3	 0	 4
648.3	 1	 5
648.6	 0	 4
651.1	 1	 5
651.4	 0	 4
656.1	 1	 5
656.4	 0	 4
658.4	 1	 5
658.7	 0	 4
664.4	 1	 5
664.7	 0	 4
669.6	 1	 5
669.9	 0	 4
690.2	 1	 5
690.5	 0	 4
704.6	 1	 5
711.9	 2	 5
725.6	 3	 5
725.8	 4	 5
726.2	 5	 5
726.4	 6	 5
726.6	 7	 5
726.8	 8	 5
727.0	 9	 5
727.2	 10	 5
727.4	 11	 5
727.6	 12	 5
727.8	 13	 5
728.0	 14	 5
728.2	 15	 5
728.4	 16	 5
728.6	 17	 5
728.8	 18	 5
729.0	 19	 5
729.2	 20	 5
729.3	 19	 4
729.4	 20	 5
729.5	 19	 4
729.6	 20	 5
729.7	 19	 4
729.8	 20	 5
729.9	 19	 4
730.0	 20	 5
730.1	 19	 4
730.3	 18	 4
730.5	 17	 4
730.7	 16	 4
730.9	 15	 4
731.1	 14	 4
731.3	 13	 4
731.5	 12	 4
731.7	 11	 4
731.9	 10	 4
732.1	 9	 4
732.3	 8	 4
732.5	 7	 4
732.7	 6	 4
732.9	 5	 4
733.1	 4	 4
733.3	 3	 4
733.5	 2	 4
733.7	 1	 4
733.9	 0	 4
734.7	 1	 5
735.0	 0	 4
740.8	 1	 5
741.1	 0	 4
742.1	 1	 5
742.4	 0	 4
749.2	 1	 5
749.5	 0	 4
752.9	 1	 5
753.2	 0	 4
753.2	 1	 5
753.5	 0	 4
755.1	 1	 5
755.4	 0	 4
759.2	 1	 5
759.5	 0	 4
762.0	 1	 5
762.2	 2	 5
762.3	 1	 4
762.4	 2	 5
762.5	 1	 4
762.6	 2	 5
762.7	 1	 4
762.8	 2	 5
762.9	 1	 4
763.1	 0	 4
767.6	 1	 5
767.9	 0	 4
768.6	 1	 5
768.9	 0	 4
769.7	 1	 5
770.0	 2	 5
770.0	 1	 4
770.3	 0	 4
776.4	 1	 5
776.7	 0	 4
778.4	 1	 5
778.7	 0	 4
784.1	 1	 5
784.4	 0	 4
796.2	 1	 5
796.5	 0	 4
802.0	 1	 5
802.3	 0	 4
804.0	 1	 5
804.3	 0	 4
814.0	 1	 5
814.1	 0	 4
817.0	 1	 5
822.1	 2	 5
831.9	 3	 5
845.4	 4	 5
845.6	 5	 5
846.0	 6	 5
846.1	 7	 5
846.2	 8	 5
846.4	 9	 5
846.6	 10	 5
846.8	 11	 5
847.0	 12	 5
847.2	 13	 5
847.4	 14	 5
847.6	 15	 5
848.0	 16	 5
848.2	 17	 5
848.4	 18	 5
848.6	 19	 5
848.8	 20	 5
