QUE	 (100039, 10004) 
33.2	 1	 1
78.8	 0	 4
95.1	 1	 1
95.4	 0	 4
104.4	 1	 1
104.7	 0	 4
108.8	 1	 1
109.1	 0	 4
110.7	 1	 1
111.0	 0	 4
140.2	 1	 1
141.9	 2	 1
182.1	 3	 1
198.7	 2	 4
198.8	 1	 4
199.0	 0	 4
214.9	 1	 1
215.2	 0	 4
222.0	 1	 1
222.3	 0	 4
283.9	 1	 1
304.0	 2	 1
318.8	 1	 4
319.0	 0	 4
333.4	 1	 1
333.6	 2	 1
333.7	 1	 4
333.9	 0	 4
343.9	 1	 1
344.2	 0	 4
351.6	 1	 1
351.9	 0	 4
352.2	 1	 1
352.5	 0	 4
360.0	 1	 1
360.3	 0	 4
363.4	 1	 1
366.2	 2	 1
379.2	 3	 1
389.3	 4	 1
415.2	 5	 1
438.8	 4	 4
439.0	 3	 4
439.2	 2	 4
439.4	 1	 4
439.6	 0	 4
447.5	 1	 1
447.8	 0	 4
449.8	 1	 1
450.1	 0	 4
477.1	 1	 1
477.4	 0	 4
479.4	 1	 1
479.7	 0	 4
499.7	 1	 1
521.5	 2	 1
540.8	 3	 1
558.8	 2	 4
559.0	 1	 4
559.2	 0	 4
610.8	 1	 1
616.6	 2	 1
678.8	 1	 4
679.0	 0	 4
705.9	 1	 1
706.2	 0	 4
708.8	 1	 1
709.1	 0	 4
719.5	 1	 1
719.8	 0	 4
769.9	 1	 1
790.8	 2	 1
798.1	 3	 1
798.8	 2	 4
799.0	 1	 4
799.2	 0	 4
824.2	 1	 1
824.5	 0	 4
833.0	 1	 1
833.3	 0	 4
865.9	 1	 1
874.9	 2	 1
891.2	 3	 1
915.7	 4	 1
918.8	 3	 4
919.0	 2	 4
919.2	 1	 4
919.4	 0	 4
919.5	 1	 1
919.8	 0	 4
957.6	 1	 1
957.9	 0	 4
960.0	 1	 1
960.3	 0	 4
962.8	 1	 1
990.1	 2	 1
1005.3	 3	 1
1038.8	 2	 4
1039.0	 1	 4
1039.0	 2	 1
1039.2	 1	 4
1039.4	 0	 4
1047.2	 1	 1
1047.5	 0	 4
1053.7	 1	 1
1054.0	 0	 4
1063.8	 1	 1
1064.1	 0	 4
1084.3	 1	 1
1129.6	 2	 1
1144.9	 3	 1
1149.4	 4	 1
1158.8	 3	 4
1159.0	 2	 4
1159.2	 1	 4
1159.4	 0	 4
