QUE	 (100068, 100033) 
74.1	 1	 1
103.0	 2	 1
105.3	 1	 4
105.5	 0	 4
145.7	 1	 1
146.1	 2	 1
205.8	 3	 1
219.0	 4	 1
225.3	 3	 4
225.5	 2	 4
225.7	 1	 4
225.9	 0	 4
261.8	 1	 1
296.7	 2	 1
307.7	 3	 1
313.1	 4	 1
339.9	 5	 1
345.3	 4	 4
345.5	 3	 4
345.7	 2	 4
345.9	 1	 4
346.0	 0	 4
354.6	 1	 1
354.8	 2	 1
354.9	 1	 4
355.0	 0	 4
376.3	 1	 1
376.5	 0	 4
401.7	 1	 1
406.1	 2	 1
465.3	 1	 4
465.5	 0	 4
560.6	 1	 1
585.3	 0	 4
585.4	 1	 1
585.7	 0	 4
635.7	 1	 1
679.4	 2	 1
692.1	 3	 1
704.6	 4	 1
705.3	 3	 4
705.5	 2	 4
705.7	 1	 4
705.9	 0	 4
719.9	 1	 1
720.2	 0	 4
777.7	 1	 1
782.2	 2	 1
786.4	 3	 1
794.1	 4	 1
815.5	 5	 1
825.3	 4	 4
825.5	 3	 4
825.7	 2	 4
825.9	 1	 4
826.1	 0	 4
847.2	 1	 1
847.5	 0	 4
891.9	 1	 1
919.0	 2	 1
945.3	 1	 4
945.5	 0	 4
958.8	 1	 1
959.1	 0	 4
1015.3	 1	 1
1031.7	 2	 1
1038.6	 3	 1
1065.3	 2	 4
1065.5	 1	 4
1065.7	 0	 4
1081.0	 1	 1
1081.3	 0	 4
1088.6	 1	 1
1088.9	 0	 4
1181.3	 1	 1
1185.3	 0	 4
1190.0	 1	 1
1190.3	 0	 4
