QUE	 (20003, 20002) 
13.1	 1	 5
14.9	 2	 5
38.3	 1	 4
38.5	 0	 4
70.9	 1	 5
71.2	 0	 4
73.1	 1	 5
73.4	 0	 4
73.6	 1	 5
73.9	 0	 4
76.7	 1	 5
77.0	 0	 4
79.2	 1	 5
86.6	 2	 5
86.8	 3	 5
87.0	 4	 5
88.2	 5	 5
108.3	 4	 4
108.5	 3	 4
108.7	 2	 4
108.9	 1	 4
109.1	 0	 4
134.0	 1	 5
134.2	 0	 4
157.0	 1	 5
157.2	 2	 5
157.5	 3	 5
157.7	 4	 5
157.9	 5	 5
158.0	 6	 5
158.2	 7	 5
167.4	 8	 5
178.2	 7	 4
178.3	 6	 4
178.5	 5	 4
178.7	 4	 4
178.8	 3	 4
179.0	 2	 4
179.2	 1	 4
179.3	 0	 4
190.0	 1	 5
190.2	 0	 4
190.4	 1	 5
190.5	 2	 5
190.7	 1	 4
190.8	 0	 4
195.9	 1	 5
196.2	 0	 4
206.4	 1	 5
206.5	 2	 5
206.7	 1	 4
206.9	 2	 5
206.9	 1	 4
207.2	 0	 4
254.0	 1	 5
254.2	 2	 5
254.3	 1	 4
254.4	 2	 5
254.5	 1	 4
254.6	 2	 5
254.7	 1	 4
254.9	 0	 4
277.2	 1	 5
277.4	 2	 5
277.5	 1	 4
277.6	 2	 5
277.7	 1	 4
277.7	 2	 5
277.9	 1	 4
278.0	 0	 4
278.0	 1	 5
278.2	 2	 5
278.3	 1	 4
278.5	 0	 4
278.6	 1	 5
278.7	 2	 5
278.9	 1	 4
279.0	 0	 4
279.0	 1	 5
279.2	 2	 5
279.3	 1	 4
279.4	 2	 5
279.5	 1	 4
279.6	 2	 5
279.7	 1	 4
279.9	 0	 4
280.0	 1	 5
280.3	 0	 4
285.4	 1	 5
285.7	 0	 4
293.4	 1	 5
293.6	 2	 5
295.9	 3	 5
299.2	 4	 5
305.7	 5	 5
306.2	 6	 5
310.2	 7	 5
310.9	 8	 5
311.2	 9	 5
311.4	 10	 5
317.7	 11	 5
318.3	 10	 4
318.5	 9	 4
318.7	 8	 4
318.9	 7	 4
319.0	 6	 4
319.2	 5	 4
319.4	 4	 4
319.5	 3	 4
319.7	 2	 4
319.9	 1	 4
320.0	 0	 4
321.2	 1	 5
321.5	 0	 4
324.7	 1	 5
325.0	 0	 4
326.6	 1	 5
326.7	 2	 5
326.9	 1	 4
327.0	 0	 4
397.2	 1	 5
397.4	 2	 5
397.5	 1	 4
397.6	 2	 5
397.7	 3	 5
397.7	 2	 4
397.9	 3	 5
397.9	 2	 4
398.0	 1	 4
398.1	 2	 5
398.2	 1	 4
398.4	 2	 5
398.4	 1	 4
398.6	 2	 5
398.7	 1	 4
398.9	 0	 4
403.2	 1	 5
403.5	 0	 4
417.7	 1	 5
418.0	 0	 4
424.3	 1	 5
424.6	 0	 4
425.1	 1	 5
425.4	 0	 4
428.2	 1	 5
429.1	 2	 5
430.2	 3	 5
430.4	 4	 5
430.6	 5	 5
430.8	 6	 5
431.0	 7	 5
431.2	 8	 5
432.2	 9	 5
433.1	 10	 5
436.8	 11	 5
441.0	 12	 5
446.4	 13	 5
446.6	 14	 5
458.3	 13	 4
458.5	 12	 4
458.7	 11	 4
458.9	 10	 4
459.1	 9	 4
459.3	 8	 4
459.5	 7	 4
459.7	 6	 4
459.9	 5	 4
460.1	 4	 4
460.3	 3	 4
460.5	 2	 4
460.7	 1	 4
460.9	 0	 4
494.0	 1	 5
494.3	 0	 4
517.2	 1	 5
517.4	 2	 5
517.6	 3	 5
518.0	 4	 5
518.2	 5	 5
518.4	 6	 5
518.6	 7	 5
518.8	 8	 5
519.2	 9	 5
519.4	 10	 5
519.6	 11	 5
519.8	 12	 5
520.0	 13	 5
520.2	 14	 5
520.4	 15	 5
520.6	 16	 5
520.8	 17	 5
521.2	 18	 5
528.3	 17	 4
528.5	 16	 4
528.7	 15	 4
528.9	 14	 4
529.1	 13	 4
529.3	 12	 4
529.5	 11	 4
529.7	 10	 4
529.9	 9	 4
530.1	 8	 4
530.3	 7	 4
530.5	 6	 4
530.7	 5	 4
530.9	 4	 4
531.1	 3	 4
531.3	 2	 4
531.5	 1	 4
531.7	 0	 4
543.6	 1	 5
543.9	 0	 4
550.2	 1	 5
550.4	 2	 5
550.5	 1	 4
550.6	 2	 5
550.7	 1	 4
550.9	 0	 4
614.0	 1	 5
614.2	 2	 5
614.3	 1	 4
614.5	 0	 4
637.2	 1	 5
637.4	 2	 5
637.8	 3	 5
638.2	 4	 5
638.4	 5	 5
638.8	 6	 5
639.0	 7	 5
639.2	 8	 5
639.4	 9	 5
639.6	 10	 5
639.8	 11	 5
640.0	 12	 5
640.2	 13	 5
641.2	 14	 5
641.9	 15	 5
658.7	 16	 5
661.0	 17	 5
668.3	 16	 4
668.5	 15	 4
668.7	 14	 4
668.9	 13	 4
669.1	 12	 4
669.3	 11	 4
669.5	 10	 4
669.7	 9	 4
669.9	 8	 4
670.1	 7	 4
670.2	 8	 5
670.3	 7	 4
670.5	 6	 4
670.7	 5	 4
670.9	 4	 4
671.1	 3	 4
671.3	 2	 4
671.5	 1	 4
671.7	 0	 4
676.5	 1	 5
676.8	 0	 4
679.3	 1	 5
679.6	 0	 4
684.3	 1	 5
684.6	 0	 4
686.6	 1	 5
686.9	 0	 4
734.0	 1	 5
734.2	 2	 5
734.4	 3	 5
738.3	 2	 4
738.5	 1	 4
738.7	 0	 4
757.2	 1	 5
757.4	 2	 5
757.5	 1	 4
757.6	 2	 5
757.7	 1	 4
757.8	 2	 5
757.9	 1	 4
