QUE	 (100071, 100035) 
17.6	 1	 1
23.1	 2	 1
25.0	 3	 1
31.9	 4	 1
51.7	 5	 1
63.3	 6	 1
63.8	 7	 1
84.2	 8	 1
92.3	 9	 1
111.3	 10	 1
111.6	 11	 1
120.1	 12	 1
120.3	 11	 4
120.5	 10	 4
120.7	 9	 4
120.9	 8	 4
121.1	 7	 4
121.3	 6	 4
121.5	 5	 4
121.7	 4	 4
121.9	 5	 1
121.9	 4	 4
122.1	 3	 4
122.3	 2	 4
122.5	 1	 4
122.7	 0	 4
126.0	 1	 1
126.3	 0	 4
135.0	 1	 1
137.1	 2	 1
141.1	 3	 1
172.8	 4	 1
180.6	 5	 1
183.9	 6	 1
188.3	 7	 1
193.1	 8	 1
195.1	 9	 1
207.5	 10	 1
235.2	 11	 1
240.3	 10	 4
240.5	 9	 4
240.7	 8	 4
240.9	 7	 4
241.1	 6	 4
241.3	 5	 4
241.5	 4	 4
241.7	 3	 4
241.9	 2	 4
242.1	 1	 4
242.3	 0	 4
261.0	 1	 1
271.4	 2	 1
305.7	 3	 1
317.7	 4	 1
320.2	 5	 1
334.8	 6	 1
360.3	 5	 4
360.5	 4	 4
360.7	 3	 4
360.9	 2	 4
361.0	 1	 4
361.2	 0	 4
364.1	 1	 1
364.4	 0	 4
365.5	 1	 1
365.8	 0	 4
382.2	 1	 1
407.3	 2	 1
452.9	 3	 1
469.2	 4	 1
480.3	 3	 4
480.5	 2	 4
480.7	 1	 4
480.9	 0	 4
487.9	 1	 1
488.2	 0	 4
509.3	 1	 1
517.7	 2	 1
525.1	 3	 1
530.6	 4	 1
541.8	 5	 1
570.9	 6	 1
571.8	 7	 1
599.5	 8	 1
600.3	 7	 4
600.5	 6	 4
600.7	 5	 4
600.9	 4	 4
601.1	 3	 4
601.3	 2	 4
601.5	 1	 4
601.7	 0	 4
611.0	 1	 1
611.3	 2	 1
611.3	 1	 4
611.6	 0	 4
623.8	 1	 1
634.3	 2	 1
634.9	 3	 1
673.9	 4	 1
679.3	 5	 1
695.8	 6	 1
720.3	 5	 4
720.5	 4	 4
720.7	 3	 4
720.9	 2	 4
721.1	 1	 4
721.3	 0	 4
786.2	 1	 1
790.7	 2	 1
812.9	 3	 1
828.8	 4	 1
840.3	 3	 4
840.5	 2	 4
840.7	 1	 4
840.9	 0	 4
871.0	 1	 1
872.6	 2	 1
880.8	 3	 1
926.9	 4	 1
927.6	 5	 1
932.0	 6	 1
948.9	 7	 1
960.3	 6	 4
960.5	 5	 4
960.7	 4	 4
960.9	 3	 4
961.1	 2	 4
961.3	 1	 4
961.5	 0	 4
976.2	 1	 1
977.8	 2	 1
988.3	 3	 1
994.2	 4	 1
1002.9	 5	 1
1004.4	 6	 1
1027.7	 7	 1
1030.8	 8	 1
1053.2	 9	 1
1067.8	 10	 1
1077.7	 11	 1
1080.3	 10	 4
1080.5	 9	 4
1080.7	 8	 4
1080.9	 7	 4
1081.1	 6	 4
1081.3	 5	 4
1081.5	 4	 4
1081.7	 3	 4
1081.9	 2	 4
1082.1	 1	 4
1082.3	 0	 4
1092.9	 1	 1
1093.1	 0	 4
1097.4	 1	 1
1099.5	 2	 1
1132.3	 3	 1
1174.7	 4	 1
1181.2	 5	 1
1182.0	 6	 1
1185.4	 7	 1
