QUE	 (100066, 100050) 
1023.1	 6	 1
1024.2	 7	 1
1038.4	 8	 1
1039.9	 9	 1
1046.6	 10	 1
1051.6	 11	 1
1053.8	 10	 4
1054.0	 9	 4
1054.2	 8	 4
1054.4	 7	 4
1054.6	 6	 4
1054.8	 5	 4
1055.0	 4	 4
1055.2	 3	 4
1055.4	 2	 4
1055.6	 1	 4
1055.8	 0	 4
1059.4	 1	 1
1059.7	 0	 4
1060.7	 1	 1
1061.0	 0	 4
1071.3	 1	 1
1071.6	 0	 4
1073.8	 1	 1
1074.1	 0	 4
1075.0	 1	 1
1075.3	 0	 4
1076.9	 1	 1
1077.2	 0	 4
1083.6	 1	 1
1083.9	 0	 4
1097.3	 1	 1
1097.6	 0	 4
1102.0	 1	 1
1102.3	 0	 4
1106.2	 1	 1
1106.5	 0	 4
1112.6	 1	 1
1128.8	 2	 1
1130.2	 3	 1
1130.2	 4	 1
1138.5	 5	 1
1149.9	 6	 1
1152.2	 7	 1
1153.8	 8	 1
1155.4	 9	 1
1164.6	 10	 1
1165.2	 11	 1
1165.4	 12	 1
1165.8	 13	 1
1173.8	 12	 4
1174.0	 11	 4
1174.2	 10	 4
1174.4	 9	 4
1174.6	 8	 4
1174.7	 9	 1
1174.8	 8	 4
1175.0	 7	 4
1175.2	 6	 4
1175.4	 5	 4
1175.6	 4	 4
1175.8	 3	 4
1176.0	 2	 4
1176.2	 1	 4
1176.4	 0	 4
1182.0	 1	 1
1182.3	 0	 4
1186.5	 1	 1
1186.8	 0	 4
1188.6	 1	 1
1188.9	 0	 4
1190.8	 1	 1
1190.9	 2	 1
1191.1	 1	 4
1191.3	 0	 4
1191.4	 1	 1
1191.7	 0	 4
1196.0	 1	 1
1196.3	 0	 4
1196.4	 1	 1
1196.7	 0	 4
1197.8	 1	 1
1198.1	 0	 4
