QUE	 (10002, 10003) 
21.6	 1	 5
21.8	 2	 5
22.8	 3	 5
24.4	 4	 5
29.6	 5	 5
34.4	 6	 5
38.3	 5	 4
38.5	 4	 4
38.7	 3	 4
38.9	 2	 4
39.1	 1	 4
39.3	 0	 4
41.2	 1	 5
41.5	 0	 4
59.3	 1	 5
59.6	 0	 4
65.6	 1	 5
65.8	 2	 5
65.9	 1	 4
66.0	 2	 5
66.1	 1	 4
66.2	 2	 5
66.3	 1	 4
66.4	 2	 5
66.5	 1	 4
66.6	 2	 5
66.7	 1	 4
66.9	 0	 4
71.1	 1	 5
71.4	 0	 4
76.4	 1	 5
76.7	 0	 4
90.8	 1	 5
94.1	 2	 5
97.8	 3	 5
102.9	 4	 5
106.7	 5	 5
108.3	 4	 4
108.5	 3	 4
108.7	 2	 4
108.9	 1	 4
109.1	 0	 4
129.2	 1	 5
129.5	 0	 4
135.6	 1	 5
135.8	 0	 4
135.8	 1	 5
135.9	 2	 5
136.1	 1	 4
136.2	 2	 5
136.2	 1	 4
136.3	 2	 5
136.5	 1	 4
136.6	 2	 5
136.7	 1	 4
136.8	 2	 5
136.8	 1	 4
137.1	 0	 4
139.3	 1	 5
139.6	 0	 4
142.6	 1	 5
142.8	 0	 4
144.8	 1	 5
145.1	 0	 4
149.8	 1	 5
150.4	 2	 5
153.8	 3	 5
154.3	 4	 5
154.8	 5	 5
160.1	 6	 5
160.3	 7	 5
173.8	 8	 5
178.2	 7	 4
178.3	 6	 4
178.5	 5	 4
178.7	 4	 4
178.8	 3	 4
179.0	 2	 4
179.2	 1	 4
179.3	 0	 4
186.4	 1	 5
186.7	 0	 4
197.1	 1	 5
197.3	 0	 4
200.4	 1	 5
200.7	 0	 4
205.4	 1	 5
205.6	 2	 5
205.7	 1	 4
205.8	 2	 5
205.9	 3	 5
205.9	 2	 4
206.1	 3	 5
206.1	 2	 4
206.3	 3	 5
206.3	 2	 4
206.5	 1	 4
206.6	 2	 5
206.7	 1	 4
206.9	 0	 4
207.1	 1	 5
207.4	 0	 4
208.8	 1	 5
209.1	 0	 4
211.4	 1	 5
211.7	 0	 4
220.4	 1	 5
226.8	 2	 5
228.6	 3	 5
232.2	 4	 5
237.6	 5	 5
238.0	 6	 5
240.1	 7	 5
241.3	 8	 5
241.8	 9	 5
248.3	 8	 4
248.5	 7	 4
248.7	 6	 4
248.9	 5	 4
249.1	 4	 4
249.3	 3	 4
249.5	 4	 5
249.5	 3	 4
249.7	 2	 4
249.9	 1	 4
250.1	 0	 4
257.2	 1	 5
257.5	 0	 4
268.0	 1	 5
268.3	 0	 4
275.6	 1	 5
275.8	 2	 5
275.9	 1	 4
276.0	 0	 4
276.0	 1	 5
276.1	 2	 5
276.3	 1	 4
276.4	 2	 5
276.5	 1	 4
276.7	 0	 4
278.3	 1	 5
278.5	 0	 4
279.8	 1	 5
280.0	 0	 4
282.8	 1	 5
283.0	 0	 4
290.1	 1	 5
295.0	 2	 5
296.5	 3	 5
300.1	 4	 5
301.6	 5	 5
304.1	 6	 5
318.3	 5	 4
318.5	 4	 4
318.6	 5	 5
318.7	 4	 4
318.9	 3	 4
319.0	 2	 4
319.2	 1	 4
319.4	 0	 4
329.6	 1	 5
329.9	 0	 4
345.1	 1	 5
345.4	 0	 4
345.6	 1	 5
345.8	 2	 5
345.9	 1	 4
346.0	 2	 5
346.0	 1	 4
346.1	 2	 5
346.3	 3	 5
346.3	 2	 4
346.5	 3	 5
346.5	 2	 4
346.6	 3	 5
346.7	 2	 4
346.8	 3	 5
346.9	 2	 4
347.0	 1	 4
347.0	 2	 5
347.1	 3	 5
347.2	 2	 4
347.3	 3	 5
347.4	 2	 4
347.5	 1	 4
347.5	 2	 5
347.7	 1	 4
347.9	 0	 4
354.5	 1	 5
354.8	 0	 4
357.1	 1	 5
358.6	 2	 5
358.8	 3	 5
363.5	 4	 5
363.8	 5	 5
370.3	 6	 5
371.1	 7	 5
374.1	 8	 5
375.8	 9	 5
380.1	 10	 5
383.8	 11	 5
388.3	 10	 4
388.3	 11	 5
388.5	 10	 4
388.7	 9	 4
388.9	 8	 4
389.0	 7	 4
389.2	 6	 4
389.4	 5	 4
389.5	 4	 4
389.7	 3	 4
389.9	 2	 4
390.0	 1	 4
390.2	 0	 4
397.1	 1	 5
397.4	 0	 4
408.1	 1	 5
408.4	 0	 4
409.3	 1	 5
409.5	 0	 4
412.3	 1	 5
412.6	 0	 4
415.6	 1	 5
415.8	 2	 5
415.9	 1	 4
416.1	 0	 4
435.4	 1	 5
436.4	 2	 5
437.2	 3	 5
437.4	 4	 5
442.9	 5	 5
444.5	 6	 5
444.9	 7	 5
451.6	 8	 5
452.0	 9	 5
457.6	 10	 5
458.3	 9	 4
458.5	 8	 4
458.7	 7	 4
458.9	 6	 4
459.1	 5	 4
459.3	 6	 5
459.3	 5	 4
459.5	 4	 4
459.7	 3	 4
459.9	 2	 4
460.1	 1	 4
460.3	 0	 4
475.1	 1	 5
475.4	 0	 4
476.6	 1	 5
476.9	 0	 4
485.6	 1	 5
485.8	 2	 5
485.9	 1	 4
486.0	 2	 5
486.1	 1	 4
486.2	 2	 5
486.2	 3	 5
486.3	 2	 4
486.4	 3	 5
486.5	 2	 4
486.7	 1	 4
486.8	 2	 5
486.9	 1	 4
487.0	 2	 5
487.1	 1	 4
487.3	 0	 4
487.8	 1	 5
488.1	 0	 4
489.5	 1	 5
489.8	 0	 4
491.5	 1	 5
491.8	 0	 4
492.3	 1	 5
492.6	 0	 4
493.6	 1	 5
493.9	 0	 4
494.4	 1	 5
494.7	 0	 4
495.0	 1	 5
495.3	 0	 4
495.8	 1	 5
496.1	 0	 4
505.0	 1	 5
514.6	 2	 5
517.3	 3	 5
518.0	 4	 5
518.5	 5	 5
522.2	 6	 5
527.2	 7	 5
528.3	 6	 4
528.5	 5	 4
528.7	 4	 4
528.9	 3	 4
529.1	 2	 4
529.3	 1	 4
529.5	 0	 4
534.8	 1	 5
535.1	 0	 4
551.6	 1	 5
551.9	 0	 4
554.3	 1	 5
554.6	 0	 4
555.6	 1	 5
555.9	 0	 4
556.0	 1	 5
556.2	 2	 5
556.3	 1	 4
556.4	 2	 5
556.5	 1	 4
556.6	 2	 5
556.7	 1	 4
556.8	 2	 5
556.9	 1	 4
557.0	 2	 5
557.1	 1	 4
557.3	 0	 4
558.2	 1	 5
558.5	 0	 4
565.7	 1	 5
566.0	 0	 4
568.8	 1	 5
572.6	 2	 5
578.2	 3	 5
578.4	 4	 5
579.9	 5	 5
581.3	 6	 5
585.0	 7	 5
586.1	 8	 5
589.5	 9	 5
598.3	 8	 4
598.4	 9	 5
598.5	 8	 4
598.7	 7	 4
598.9	 6	 4
599.1	 7	 5
599.1	 6	 4
599.3	 5	 4
599.5	 4	 4
599.7	 3	 4
599.9	 2	 4
600.1	 1	 4
600.3	 0	 4
620.0	 1	 5
620.3	 0	 4
625.6	 1	 5
625.9	 0	 4
626.0	 1	 5
626.2	 2	 5
626.3	 1	 4
626.4	 2	 5
626.5	 1	 4
626.7	 0	 4
626.8	 1	 5
627.1	 0	 4
629.3	 1	 5
629.6	 0	 4
636.6	 1	 5
636.9	 0	 4
637.7	 1	 5
641.0	 2	 5
643.5	 3	 5
646.9	 4	 5
647.3	 5	 5
655.6	 6	 5
656.7	 7	 5
662.8	 8	 5
663.4	 9	 5
668.3	 8	 4
668.5	 7	 4
668.7	 6	 4
668.9	 5	 4
669.1	 4	 4
669.3	 3	 4
669.5	 2	 4
669.7	 1	 4
669.9	 0	 4
680.0	 1	 5
680.3	 0	 4
688.8	 1	 5
689.1	 0	 4
695.6	 1	 5
695.8	 2	 5
695.9	 1	 4
696.0	 2	 5
696.1	 1	 4
696.3	 0	 4
697.6	 1	 5
697.9	 0	 4
706.0	 1	 5
706.3	 0	 4
712.8	 1	 5
716.9	 2	 5
722.1	 3	 5
723.6	 4	 5
725.8	 5	 5
726.6	 6	 5
727.8	 7	 5
728.6	 8	 5
733.7	 9	 5
736.2	 10	 5
738.3	 9	 4
738.5	 8	 4
738.7	 7	 4
738.9	 6	 4
739.1	 5	 4
739.3	 4	 4
739.5	 3	 4
739.7	 2	 4
739.9	 1	 4
740.1	 0	 4
741.9	 1	 5
742.2	 0	 4
752.9	 1	 5
753.2	 0	 4
765.6	 1	 5
765.8	 2	 5
765.9	 1	 4
766.0	 2	 5
766.1	 1	 4
766.2	 2	 5
766.3	 1	 4
766.4	 2	 5
766.5	 1	 4
766.6	 2	 5
766.7	 1	 4
766.9	 0	 4
773.0	 1	 5
773.3	 0	 4
780.4	 1	 5
782.9	 2	 5
783.6	 3	 5
792.2	 4	 5
792.8	 5	 5
800.8	 6	 5
801.4	 7	 5
802.2	 8	 5
804.1	 9	 5
808.3	 8	 4
808.5	 7	 4
808.7	 6	 4
808.9	 5	 4
809.1	 4	 4
809.3	 3	 4
809.5	 2	 4
809.7	 1	 4
809.9	 0	 4
812.6	 1	 5
812.9	 0	 4
835.6	 1	 5
835.8	 2	 5
835.9	 1	 4
836.0	 2	 5
836.1	 1	 4
836.2	 2	 5
836.3	 1	 4
836.5	 0	 4
837.5	 1	 5
837.8	 0	 4
839.4	 1	 5
839.7	 0	 4
840.2	 1	 5
840.5	 0	 4
846.5	 1	 5
846.8	 0	 4
854.2	 1	 5
854.7	 2	 5
859.4	 3	 5
866.9	 4	 5
870.3	 5	 5
874.3	 6	 5
878.3	 5	 4
878.5	 4	 4
878.7	 3	 4
878.9	 2	 4
879.1	 1	 4
879.3	 0	 4
905.6	 1	 5
905.8	 2	 5
905.9	 1	 4
906.0	 2	 5
906.1	 1	 4
906.2	 2	 5
906.3	 1	 4
906.4	 2	 5
906.5	 1	 4
906.7	 0	 4
907.7	 1	 5
908.0	 0	 4
908.9	 1	 5
909.2	 0	 4
922.2	 1	 5
924.0	 2	 5
925.9	 3	 5
926.3	 4	 5
936.3	 5	 5
938.1	 6	 5
943.6	 7	 5
948.3	 6	 4
948.5	 5	 4
948.7	 4	 4
948.9	 3	 4
949.1	 2	 4
949.3	 1	 4
949.5	 0	 4
