QUE	 (100020, 100021) 
102.9	 1	 5
116.9	 2	 5
124.8	 3	 5
125.6	 4	 5
125.8	 5	 5
126.0	 6	 5
126.2	 7	 5
126.4	 8	 5
136.4	 9	 5
148.7	 10	 5
169.2	 9	 4
169.3	 8	 4
169.5	 7	 4
169.7	 6	 4
169.8	 5	 4
170.0	 4	 4
170.2	 3	 4
170.3	 2	 4
170.5	 1	 4
170.7	 0	 4
200.5	 1	 5
200.6	 2	 5
200.7	 1	 4
200.8	 0	 4
200.8	 1	 5
201.0	 2	 5
201.1	 1	 4
201.1	 2	 5
201.2	 1	 4
201.3	 0	 4
201.3	 1	 5
201.5	 2	 5
201.6	 1	 4
201.6	 2	 5
201.7	 1	 4
201.8	 0	 4
219.5	 1	 5
230.0	 2	 5
245.6	 3	 5
245.8	 4	 5
246.0	 5	 5
246.2	 6	 5
248.9	 7	 5
289.3	 6	 4
289.5	 5	 4
289.7	 4	 4
289.9	 3	 4
290.0	 2	 4
290.2	 1	 4
290.4	 0	 4
305.0	 1	 5
305.3	 0	 4
320.6	 1	 5
320.8	 2	 5
320.9	 1	 4
321.0	 2	 5
321.0	 1	 4
321.2	 2	 5
321.3	 3	 5
321.3	 2	 4
321.5	 1	 4
321.5	 2	 5
321.7	 3	 5
321.7	 2	 4
321.8	 3	 5
321.9	 2	 4
322.0	 3	 5
322.0	 2	 4
322.1	 3	 5
322.2	 4	 5
322.2	 3	 4
322.3	 4	 5
322.4	 3	 4
322.5	 4	 5
322.5	 3	 4
322.7	 4	 5
322.7	 3	 4
322.8	 4	 5
322.9	 3	 4
323.0	 4	 5
323.0	 3	 4
323.2	 4	 5
323.2	 3	 4
323.4	 2	 4
323.5	 1	 4
323.7	 0	 4
365.6	 1	 5
365.8	 2	 5
366.0	 3	 5
366.2	 4	 5
366.3	 5	 5
366.5	 6	 5
366.7	 7	 5
366.8	 8	 5
370.8	 9	 5
409.3	 8	 4
409.5	 7	 4
409.7	 6	 4
409.9	 5	 4
410.1	 4	 4
410.3	 3	 4
410.5	 2	 4
410.7	 1	 4
410.9	 0	 4
440.6	 1	 5
440.8	 2	 5
440.9	 1	 4
441.0	 2	 5
441.1	 1	 4
441.2	 2	 5
441.3	 1	 4
441.4	 2	 5
441.5	 1	 4
441.6	 2	 5
441.7	 1	 4
441.8	 2	 5
441.9	 1	 4
442.0	 2	 5
442.1	 1	 4
442.2	 2	 5
442.3	 1	 4
442.4	 2	 5
442.5	 1	 4
442.6	 2	 5
442.7	 1	 4
442.8	 2	 5
442.9	 1	 4
443.0	 2	 5
443.1	 1	 4
443.2	 2	 5
443.3	 1	 4
443.4	 2	 5
443.5	 1	 4
443.6	 2	 5
443.7	 1	 4
443.8	 2	 5
