QUE	 (100063, 100062) 
29.3	 1	 1
42.8	 0	 4
66.0	 1	 1
66.3	 0	 4
90.2	 1	 1
109.1	 2	 1
162.7	 1	 4
162.8	 0	 4
203.4	 1	 1
207.1	 2	 1
212.0	 3	 1
244.1	 4	 1
257.5	 5	 1
268.2	 6	 1
279.7	 7	 1
281.2	 8	 1
282.8	 7	 4
283.0	 6	 4
283.2	 5	 4
283.4	 4	 4
283.5	 3	 4
283.7	 2	 4
283.9	 1	 4
284.0	 0	 4
287.2	 1	 1
287.5	 0	 4
293.6	 1	 1
293.9	 0	 4
369.8	 1	 1
402.8	 0	 4
479.7	 1	 1
501.2	 2	 1
513.4	 3	 1
522.8	 2	 4
523.0	 1	 4
523.2	 0	 4
527.5	 1	 1
527.8	 0	 4
539.8	 1	 1
540.1	 0	 4
543.0	 1	 1
543.3	 0	 4
572.3	 1	 1
586.2	 2	 1
619.2	 3	 1
640.3	 4	 1
642.8	 3	 4
643.0	 2	 4
643.2	 1	 4
643.4	 0	 4
658.6	 1	 1
658.9	 0	 4
660.5	 1	 1
660.8	 0	 4
665.4	 1	 1
665.7	 0	 4
670.1	 1	 1
670.4	 0	 4
672.7	 1	 1
676.2	 2	 1
676.7	 3	 1
680.4	 4	 1
692.2	 5	 1
751.1	 6	 1
762.8	 5	 4
763.0	 4	 4
763.2	 3	 4
763.4	 2	 4
763.6	 1	 4
763.8	 0	 4
765.7	 1	 1
766.0	 0	 4
814.2	 1	 1
816.7	 2	 1
818.5	 3	 1
841.2	 4	 1
843.9	 5	 1
882.8	 4	 4
883.0	 3	 4
883.2	 2	 4
883.4	 1	 4
883.6	 0	 4
908.0	 1	 1
908.3	 0	 4
908.4	 1	 1
908.7	 0	 4
917.4	 1	 1
949.3	 2	 1
964.8	 3	 1
1002.8	 2	 4
1003.0	 1	 4
1003.2	 0	 4
1006.4	 1	 1
1006.7	 0	 4
1035.3	 1	 1
1039.9	 2	 1
1073.4	 3	 1
1079.4	 4	 1
1090.6	 5	 1
1096.9	 6	 1
1119.7	 7	 1
1122.8	 6	 4
1123.0	 5	 4
1123.2	 4	 4
1123.4	 3	 4
1123.6	 2	 4
1123.8	 1	 4
1124.0	 0	 4
1131.9	 1	 1
1132.2	 0	 4
1155.5	 1	 1
1183.8	 2	 1
1187.1	 3	 1
