QUE	 (100032, 100052) 
158.5	 1	 5
158.7	 0	 4
227.6	 1	 5
259.3	 0	 4
273.8	 1	 5
274.0	 0	 4
394.6	 1	 5
394.9	 0	 4
525.1	 1	 5
587.4	 2	 5
587.6	 3	 5
612.6	 4	 5
619.3	 3	 4
619.5	 2	 4
619.7	 1	 4
619.9	 0	 4
685.4	 1	 5
708.0	 2	 5
739.3	 1	 4
739.5	 0	 4
805.2	 1	 5
827.8	 2	 5
859.3	 1	 4
859.5	 0	 4
948.0	 1	 5
979.3	 0	 4
994.5	 1	 5
994.8	 0	 4
1067.4	 1	 5
1085.6	 2	 5
1099.3	 1	 4
1099.5	 0	 4
1104.3	 1	 5
1104.5	 2	 5
1104.6	 1	 4
1104.8	 0	 4
1116.3	 1	 5
1116.6	 0	 4
1188.2	 1	 5
1188.6	 2	 5
