QUE	 (100046, 100045) 
4.7	 1	 1
40.3	 2	 1
42.8	 1	 4
43.0	 0	 4
93.7	 1	 1
143.6	 2	 1
162.5	 3	 1
162.7	 2	 4
162.8	 1	 4
163.0	 0	 4
167.0	 1	 1
167.2	 0	 4
170.2	 1	 1
170.5	 0	 4
174.4	 1	 1
174.7	 0	 4
180.1	 1	 1
180.3	 0	 4
186.1	 1	 1
186.3	 0	 4
188.2	 1	 1
188.5	 0	 4
202.5	 1	 1
220.9	 2	 1
221.9	 3	 1
235.8	 4	 1
246.5	 5	 1
263.0	 6	 1
265.1	 7	 1
282.6	 8	 1
282.8	 9	 1
282.8	 8	 4
283.0	 7	 4
283.2	 6	 4
283.4	 5	 4
283.5	 4	 4
283.7	 3	 4
283.9	 2	 4
284.0	 1	 4
284.2	 0	 4
286.8	 1	 1
287.0	 0	 4
287.6	 1	 1
287.9	 0	 4
336.7	 1	 1
351.7	 2	 1
364.8	 3	 1
402.8	 2	 4
403.0	 1	 4
403.2	 0	 4
445.7	 1	 1
469.5	 2	 1
502.0	 3	 1
508.8	 4	 1
511.2	 5	 1
517.5	 6	 1
520.8	 7	 1
522.8	 6	 4
523.0	 5	 4
523.2	 4	 4
523.4	 3	 4
523.6	 2	 4
523.8	 1	 4
524.0	 0	 4
533.5	 1	 1
533.8	 0	 4
569.8	 1	 1
592.8	 2	 1
600.9	 3	 1
614.8	 4	 1
638.7	 5	 1
640.1	 6	 1
642.8	 5	 4
643.0	 4	 4
643.2	 3	 4
643.4	 2	 4
643.6	 1	 4
643.7	 2	 1
643.8	 1	 4
644.0	 0	 4
649.0	 1	 1
649.3	 0	 4
660.5	 1	 1
660.8	 0	 4
707.8	 1	 1
762.8	 0	 4
770.2	 1	 1
770.5	 0	 4
778.7	 1	 1
779.0	 0	 4
794.5	 1	 1
799.4	 2	 1
828.0	 3	 1
845.6	 4	 1
852.3	 5	 1
876.7	 6	 1
882.8	 5	 4
883.0	 4	 4
883.2	 3	 4
883.4	 2	 4
883.6	 1	 4
883.8	 0	 4
905.2	 1	 1
905.5	 0	 4
924.7	 1	 1
933.4	 2	 1
939.7	 3	 1
941.5	 4	 1
968.3	 5	 1
989.5	 6	 1
990.9	 7	 1
1002.8	 6	 4
1003.0	 5	 4
1003.2	 4	 4
1003.4	 3	 4
1003.6	 2	 4
1003.8	 1	 4
1004.0	 0	 4
1016.9	 1	 1
1017.2	 0	 4
1017.6	 1	 1
1017.9	 0	 4
1033.8	 1	 1
1037.8	 2	 1
1043.0	 3	 1
1107.3	 4	 1
1122.8	 3	 4
1123.0	 2	 4
1123.2	 1	 4
1123.4	 0	 4
1132.6	 1	 1
1132.9	 0	 4
1190.7	 1	 1
