QUE	 (100054, 10002) 
16.3	 1	 5
16.4	 2	 5
16.5	 1	 4
16.7	 0	 4
17.4	 1	 5
17.7	 0	 4
19.0	 1	 5
19.3	 0	 4
24.2	 1	 5
24.5	 0	 4
29.0	 1	 5
29.3	 0	 4
35.8	 1	 5
36.1	 0	 4
53.9	 1	 5
54.2	 0	 4
60.2	 1	 5
60.4	 2	 5
60.5	 1	 4
60.6	 2	 5
60.7	 1	 4
60.8	 2	 5
60.9	 1	 4
61.0	 2	 5
61.1	 1	 4
61.2	 2	 5
61.3	 1	 4
61.5	 0	 4
65.7	 1	 5
66.0	 0	 4
71.0	 1	 5
71.3	 0	 4
85.4	 1	 5
85.7	 0	 4
88.7	 1	 5
89.0	 0	 4
92.4	 1	 5
92.7	 0	 4
97.5	 1	 5
97.8	 0	 4
101.3	 1	 5
101.6	 0	 4
123.8	 1	 5
124.1	 0	 4
130.2	 1	 5
130.4	 2	 5
130.5	 1	 4
130.6	 2	 5
130.7	 1	 4
130.8	 0	 4
130.8	 1	 5
131.0	 2	 5
131.1	 1	 4
131.2	 2	 5
131.2	 1	 4
131.4	 2	 5
131.5	 1	 4
131.7	 0	 4
134.0	 1	 5
134.2	 0	 4
137.2	 1	 5
137.5	 0	 4
139.4	 1	 5
139.7	 0	 4
144.4	 1	 5
144.7	 0	 4
145.1	 1	 5
145.3	 0	 4
148.4	 1	 5
148.7	 0	 4
148.9	 1	 5
149.2	 0	 4
149.5	 1	 5
149.7	 0	 4
154.7	 1	 5
154.9	 2	 5
155.0	 1	 4
155.2	 0	 4
168.4	 1	 5
168.7	 0	 4
181.1	 1	 5
181.3	 0	 4
191.7	 1	 5
192.0	 0	 4
195.1	 1	 5
195.3	 0	 4
200.1	 1	 5
200.2	 2	 5
200.3	 1	 4
200.4	 2	 5
200.5	 1	 4
200.6	 2	 5
200.7	 1	 4
200.7	 2	 5
200.8	 1	 4
200.9	 2	 5
201.0	 1	 4
201.2	 0	 4
201.2	 1	 5
201.5	 0	 4
201.7	 1	 5
202.0	 0	 4
203.4	 1	 5
203.7	 0	 4
206.0	 1	 5
206.3	 0	 4
215.0	 1	 5
215.3	 0	 4
221.4	 1	 5
221.7	 0	 4
223.2	 1	 5
223.5	 0	 4
226.8	 1	 5
227.1	 0	 4
232.2	 1	 5
232.5	 0	 4
232.6	 1	 5
232.9	 0	 4
234.7	 1	 5
235.0	 0	 4
235.9	 1	 5
236.2	 0	 4
236.4	 1	 5
236.7	 0	 4
244.1	 1	 5
244.4	 0	 4
251.8	 1	 5
252.1	 0	 4
262.6	 1	 5
262.9	 0	 4
270.2	 1	 5
270.4	 2	 5
270.5	 1	 4
270.6	 2	 5
270.7	 1	 4
270.8	 2	 5
270.9	 1	 4
271.0	 0	 4
271.0	 1	 5
271.3	 0	 4
272.9	 1	 5
273.2	 0	 4
274.4	 1	 5
274.7	 0	 4
277.4	 1	 5
277.7	 0	 4
284.8	 1	 5
285.0	 0	 4
289.6	 1	 5
289.9	 0	 4
291.1	 1	 5
291.4	 0	 4
294.7	 1	 5
295.0	 0	 4
296.2	 1	 5
296.5	 0	 4
298.8	 1	 5
299.0	 0	 4
313.3	 1	 5
313.5	 0	 4
324.3	 1	 5
324.5	 0	 4
339.7	 1	 5
340.0	 0	 4
340.2	 1	 5
340.4	 2	 5
340.5	 1	 4
340.6	 2	 5
340.7	 1	 4
340.8	 2	 5
340.9	 3	 5
340.9	 2	 4
341.0	 1	 4
341.1	 2	 5
341.2	 1	 4
341.3	 2	 5
341.4	 3	 5
341.4	 2	 4
341.5	 1	 4
341.6	 2	 5
341.7	 1	 4
341.8	 2	 5
341.9	 3	 5
341.9	 2	 4
342.0	 1	 4
342.1	 2	 5
342.2	 1	 4
342.4	 0	 4
349.1	 1	 5
349.4	 0	 4
351.8	 1	 5
352.0	 0	 4
353.3	 1	 5
353.4	 2	 5
353.5	 1	 4
353.7	 0	 4
358.1	 1	 5
358.4	 2	 5
358.4	 1	 4
358.7	 0	 4
364.9	 1	 5
365.2	 0	 4
365.8	 1	 5
366.0	 0	 4
368.8	 1	 5
369.0	 0	 4
370.4	 1	 5
370.7	 0	 4
374.7	 1	 5
375.0	 0	 4
378.4	 1	 5
378.7	 0	 4
382.9	 1	 5
383.2	 0	 4
391.7	 1	 5
392.0	 0	 4
402.7	 1	 5
403.0	 0	 4
403.9	 1	 5
