QUE	 (200024, 100025) 
150.5	 1	 5
150.7	 0	 4
150.7	 1	 5
150.8	 2	 5
151.0	 1	 4
151.2	 0	 4
170.5	 1	 5
170.7	 0	 4
174.5	 1	 5
174.7	 0	 4
295.3	 1	 5
295.5	 0	 4
295.5	 1	 5
295.8	 0	 4
296.0	 1	 5
296.3	 0	 4
296.4	 1	 5
296.5	 2	 5
296.7	 1	 4
296.9	 0	 4
297.0	 1	 5
297.3	 0	 4
297.4	 1	 5
297.7	 2	 5
297.7	 1	 4
298.0	 0	 4
298.2	 1	 5
298.5	 2	 5
298.5	 1	 4
298.8	 0	 4
298.9	 1	 5
299.2	 2	 5
299.2	 1	 4
299.4	 2	 5
299.5	 3	 5
299.5	 2	 4
299.7	 1	 4
299.9	 0	 4
300.5	 1	 5
300.8	 0	 4
301.0	 1	 5
301.3	 0	 4
301.4	 1	 5
301.5	 2	 5
301.7	 1	 4
301.9	 0	 4
359.2	 1	 5
359.5	 0	 4
359.7	 1	 5
359.9	 2	 5
360.0	 3	 5
360.0	 2	 4
360.2	 3	 5
360.2	 2	 4
360.4	 1	 4
360.5	 0	 4
360.6	 1	 5
360.9	 0	 4
440.5	 1	 5
440.7	 2	 5
440.8	 1	 4
441.0	 0	 4
441.1	 1	 5
441.4	 0	 4
441.5	 1	 5
441.8	 0	 4
441.9	 1	 5
442.2	 0	 4
442.3	 1	 5
442.5	 2	 5
442.6	 1	 4
442.7	 2	 5
442.8	 1	 4
443.0	 0	 4
443.1	 1	 5
443.3	 2	 5
443.4	 1	 4
443.5	 2	 5
443.6	 1	 4
443.8	 0	 4
444.3	 1	 5
444.5	 2	 5
444.6	 1	 4
444.7	 2	 5
444.8	 1	 4
444.9	 2	 5
445.0	 1	 4
445.1	 2	 5
445.2	 1	 4
445.4	 0	 4
445.5	 1	 5
445.8	 0	 4
445.9	 1	 5
446.2	 0	 4
446.3	 1	 5
446.6	 0	 4
478.7	 1	 5
478.9	 2	 5
479.0	 1	 4
479.1	 2	 5
479.2	 1	 4
479.4	 0	 4
479.5	 1	 5
479.7	 2	 5
479.8	 1	 4
479.9	 2	 5
480.0	 1	 4
480.2	 0	 4
481.5	 1	 5
481.7	 2	 5
481.8	 1	 4
482.0	 0	 4
482.3	 1	 5
482.5	 2	 5
482.6	 1	 4
482.8	 0	 4
483.3	 1	 5
483.6	 0	 4
483.9	 1	 5
484.2	 0	 4
484.7	 1	 5
485.0	 0	 4
485.1	 1	 5
485.4	 0	 4
485.5	 1	 5
485.7	 2	 5
485.8	 1	 4
