QUE	 (100064, 100020) 
11.3	 1	 1
44.2	 2	 1
67.6	 3	 1
93.1	 4	 1
96.7	 5	 1
99.3	 4	 4
99.5	 3	 4
99.7	 2	 4
99.9	 1	 4
100.1	 0	 4
109.8	 1	 1
110.1	 0	 4
144.4	 1	 1
176.1	 2	 1
195.8	 3	 1
196.3	 4	 1
219.3	 3	 4
219.5	 2	 4
219.7	 1	 4
219.9	 0	 4
222.3	 1	 1
222.6	 0	 4
250.2	 1	 1
254.4	 2	 1
265.2	 3	 1
298.0	 4	 1
300.4	 5	 1
305.5	 6	 1
310.4	 7	 1
315.0	 8	 1
339.3	 7	 4
339.5	 6	 4
339.7	 5	 4
339.9	 4	 4
340.0	 3	 4
340.2	 2	 4
340.4	 1	 4
340.5	 0	 4
344.3	 1	 1
344.5	 0	 4
361.2	 1	 1
382.5	 2	 1
383.9	 3	 1
399.5	 4	 1
452.6	 5	 1
459.3	 4	 4
459.5	 3	 4
459.7	 2	 4
459.9	 1	 4
460.1	 0	 4
464.8	 1	 1
465.1	 0	 4
513.5	 1	 1
549.3	 2	 1
579.3	 1	 4
579.5	 0	 4
590.6	 1	 1
590.9	 0	 4
632.2	 1	 1
681.7	 2	 1
693.8	 3	 1
699.3	 2	 4
699.5	 1	 4
699.7	 0	 4
727.3	 1	 1
737.7	 2	 1
739.9	 3	 1
740.1	 4	 1
742.7	 5	 1
751.5	 6	 1
757.5	 7	 1
765.6	 8	 1
780.1	 9	 1
783.0	 10	 1
788.5	 11	 1
807.5	 12	 1
810.1	 13	 1
819.3	 12	 4
819.5	 11	 4
819.7	 10	 4
819.9	 9	 4
820.1	 8	 4
820.3	 7	 4
820.5	 6	 4
820.7	 5	 4
820.9	 4	 4
821.1	 3	 4
821.3	 2	 4
821.5	 1	 4
821.7	 0	 4
862.8	 1	 1
863.0	 2	 1
866.6	 3	 1
867.7	 4	 1
888.1	 5	 1
899.3	 6	 1
911.0	 7	 1
912.4	 8	 1
934.8	 9	 1
935.5	 10	 1
939.3	 9	 4
939.5	 8	 4
939.7	 7	 4
939.9	 6	 4
940.1	 5	 4
940.3	 4	 4
940.5	 3	 4
940.7	 2	 4
940.9	 1	 4
941.1	 0	 4
948.0	 1	 1
948.3	 0	 4
957.6	 1	 1
961.6	 2	 1
964.3	 3	 1
969.4	 4	 1
975.9	 5	 1
976.7	 6	 1
1046.5	 7	 1
1056.8	 8	 1
1059.3	 7	 4
1059.5	 6	 4
1059.7	 5	 4
1059.9	 4	 4
1060.1	 3	 4
1060.3	 2	 4
1060.5	 1	 4
1060.7	 0	 4
1093.4	 1	 1
1098.2	 2	 1
1116.0	 3	 1
1121.6	 4	 1
1167.9	 5	 1
1176.1	 6	 1
1179.3	 5	 4
1179.5	 4	 4
1179.7	 3	 4
1179.9	 2	 4
1180.1	 1	 4
1180.3	 0	 4
1186.6	 1	 1
1186.9	 0	 4
