 id node (1st colm), stage actuation duration idle time L (next colms), parameter selection new stage,cycle duration T  (last col)	 
37593.00	 13.60	 1.30		 0.8	 
49394.00	 13.60	 1.30		 0.8	 
37605.00	 13.60	 1.30		 0.8	 
49395.00	 13.60	 1.30		 0.8	 
37607.00	 13.60	 1.30		 0.8	 
37872.00	 13.60	 1.30		 0.8	 
48494.00	 13.60	 1.30		 0.8	 
37606.00	 13.60	 1.30		 0.8	 
37610.00	 13.60	 1.30		 0.8	 
48492.00	 13.60	 1.30		 0.8	 
49954.00	 13.60	 1.30		 0.8	 
48493.00	 13.60	 1.30		 0.8	 
37612.00	 13.60	 1.30		 0.8	 
